titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Plan A,,"Historique,Thriller",110,Doron Paz,,"August Diehl,Sylvia Hoeks,Michael Aloni",Tochnit Aleph – Plan A,"Allemagne,Israël",Anglais,Long-métrage,2021,-,"2,5",,6 Critiques Spectateurs,,
Major Grom : Le Docteur de Peste,,"Aventure,Fantastique",136,Oleg Trofim,,"Tikhon Zhiznevskiy,Lyubov Aksyonova,Aleksey Maklakov",Mayor Grom: Chumnoy Doktor,,Russe,Long-métrage,2021,-,"3,2",,39 Critiques Spectateurs,,"Lorsque la folie meurtrière d'un justicier masqué plonge une ville dans le chaos, un policier rebelle et son tout jeune partenaire sont les seuls à pouvoir y mettre fin."
Penguin Bloom,,,96,Glendyn Ivin,,"Naomi Watts,Andrew Lincoln,Jacki Weaver",,"Australie,U.S.A.",Anglais,Long-métrage,2021,-,"3,7",,34 Critiques Spectateurs,,
Le Rapport Auschwitz,27/07/2022,"Drame,Guerre",94,Peter Bebjak, KMBO ,"Noël Czuczor,Peter Ondrejička,Florian Panzner",The Auschwitz Report,"Slovaquie,République tchèque,Allemagne,Pologne","Anglais, Polonais, Slovaque, Allemand, Tchèque",Long-métrage,2021,-,"1,7","3,2",10 articles de presse,,"Déportés à Auschwitz en 1942, deux jeunes Juifs slovaques réussissent à s’enfuir le 10 avril 1944. Leur but : révéler au monde ce qui se passe dans les camps de la mort, et tenter de sauver des milliers de vies. Mais leur récit paraît tellement invraisemblable que les Alliés risquent de ne pas y croire."
Trois vœux pour Cendrillon,,,,Cecilie A. Mosli,," Astrid S,Cengiz Al,Thorbjørn Harr",Three Wishes for Cinderella,,Norvégien,Long-métrage,2021,-,"2,6",,3 Critiques Spectateurs,,
La Dernière Danse de Kirsty McLeod,,Guerre,117,,,"Hermione Corfield,Will Fletcher,Mark Gatiss",The Road Dance,,Anglais,Long-métrage,2021,-,,,,,"En 1916, Kirsty Mcleod rêve de nouveaux horizons, loin de son île écossaise où elle mène une vie routinière. Son idylle naissante avec un jeune poète revenu d’Amérique ouvre la porte à un nouvel avenir. Mais quand celui-ci est envoyé au front, il ne reste aux jeunes amants qu’une dernière nuit de danse et d’amour pour se dire adieu. Cette même nuit, la vie de Kirsty est bouleversée par un événement tragique. La jeune femme n’a alors d’autre choix que d’affronter cette nouvelle épreuve, seule face au secret."
Je l’aime à mentir,07/09/2021,,90,Gabriel Julien-Laferrière, 6ter ,"Julie de Bona,Samir Boitard,Frédéric Chau",,,Français,Télefilm,2021,-,"3,1",,,,"Dans la jungle du célibat et des applications de rencontres, Zoé vient de trouver l’homme de sa vie ! Une idylle qui dure… 2 heures… avant que Robinson ne tombe dans le coma. Un quiproquo plus tard, la voilà fiancée à cet homme et en charge de ses 2 enfants le temps de son séjour à l’hôpital. Se prenant complètement au jeu, Zoé devra jouer la parfaite petite amie d’un homme qu’elle connaît à peine... Mais à force de mensonges et au contact de l’univers de ce charmant inconnu, ne finirait-elle pas par croire à cet amour ? Que se passera-t-il au réveil de Robinson ?"
Loups-Garous,,Comédie,97,Josh Ruben, Metropolitan FilmExport ,"Sam Richardson,Milana Vayntrub,George Basil",Werewolves Within,,Anglais,Long-métrage,2021,-,"1,9",,28 Critiques Spectateurs,,
Baby Boss 2 : une affaire de famille,18/08/2021,"Comédie,Famille",107,Tom McGrath, Universal Pictures International France ,"Alec Baldwin,James Marsden,Amy Sedaris",The Boss Baby: Family Business,,Anglais,Long-métrage,2021,-,"3,5","2,7",59 Critiques Spectateurs,,"Dans la suite de BABY BOSS, les frères Templeton – Tim et Ted, ex-Baby Boss – sont désormais adultes et se sont perdus de vue. Tandis que Tim est père au foyer, Ted est patron d’un fonds spéculatif. Mais un nouveau Baby Boss au caractère bien trempé s’apprête à ressouder les liens entre les deux frères…"
Diabolik,,,133,Antonio Manetti, Metropolitan FilmExport ,"Miriam Leone,Luca Marinelli,Valerio Mastandrea",,,Italien,Long-métrage,2021,-,"2,8",,7 Critiques Spectateurs,,"Dans les années 1960, la cité fictive de Clerville est terrorisée par un mystérieux voleur insaisissable. Personne ne connaît son identité ou son visage. On ne retient que son nom : Diabolik. L’homme qui se cache derrière le masque rencontre celle qui sera sa partenaire et complice : Eva Kant."
Queenpins,,,110,Aron Gaudet,,"Kristen Bell,Kirby Howell-Baptiste,Vince Vaughn",,,Anglais,Long-métrage,2021,-,"2,8",,7 Critiques Spectateurs,,La création d’un cartel de contrefaçon de bons par des ménagères de Phoenix bientôt à la tête de 40 millions de dollars...
La Famille Addams 2 : une virée d'enfer,13/10/2021,"Famille,Comédie",93,Greg Tiernan, Universal Pictures International France ,"Kev Adams,Oscar Isaac,Mélanie Bernier",The Addams Family 2,,Anglais,Long-métrage,2021,-,"1,4","2,1",44 Critiques Spectateurs,,"Dans cette nouvelle aventure, on retrouve Morticia et Gomez perdus face à leurs enfants qui ont bien grandi, ils sautent les repas de famille, et ils passent leur temps rivé à leurs écrans. Pour tenter de renouer les liens familiaux, ils décident d’embarquer Mercredi, Pugsley, Oncle Fétide et toute la bande dans leur camping-car hanté et de prendre la route pour les dernières tristes vacances en famille. Leurs aventures à travers les Etats-Unis les sortent de de leurs repères familiers et les plongent dans des situations hilarantes avec leur iconique cousin, La Chose, bientôt rejoints par de nouveaux personnages farfelus. Mais qu’est-ce qui pourrait mal finir ?"
"Ainbo, princesse d'Amazonie",14/07/2021,"Aventure,Famille",80,Richard Claus, Le Pacte ,"Audrey Lamy,Lola Raie,Bernardo De Paula",Ainbo,"Pérou,Pays-Bas",Anglais,Long-métrage,2021,-,"2,8","2,4",32 Critiques Spectateurs,,"Née au cœur de la forêt amazonienne, Ainbo n’a que 13 ans mais rêverait d'être la meilleure chasseuse de tout Candamo. Aussi se lance-t-elle au mépris de tous les dangers dans la lutte contre la déforestation, ce terrible fléau qui menace sa terre natale. Heureusement, elle sait que pour vaincre ses ennemis, coupeurs d'arbres et chercheurs d'or, elle pourra compter sur ses guides spirituels magiques : Vaca, un tapir aussi costaud que maladroit et Dillo, un tatou espiègle."
Xtreme,,"Thriller,Policier",111,Daniel Benmayor,,"Teo García,Óscar Jaenada,Oscar Casas",Xtremo,,Espagnol,Long-métrage,2021,-,"2,7",,19 Critiques Spectateurs,,"Deux ans après le meurtre de son fils et de son père, un ex-tueur à gages met à exécution un plan de vengeance finement orchestré contre le meurtrier : son propre frère."
Junk Head,18/05/2022,"Science fiction,Aventure",101,Takahide Hori, UFO Distribution ,"Takahide Hori,Yuji Sugiyama,Atsuko Miyake",,,Japonais,Long-métrage,2021,-,"3,5","3,8",34 Critiques Spectateurs,,"L’humanité a réussi à atteindre une quasi-immortalité. Mais à force de manipulations génétiques, elle a perdu la faculté de procréer, et décline inexorablement. En mission pour percer les secrets de la reproduction, Parton est envoyé dans la ville souterraine, où vivent des clones mutants prêts à se rebeller contre leurs créateurs…"
Mother/Android,,"Thriller,Drame",110,Mattson Tomlin,,"Chloë Grace Moretz,Algee Smith,Raul Castillo",,,Anglais,Long-métrage,2021,-,"2,8","1,9",4 articles de presse,,"Dans un monde post-apocalyptique en proie à une violente révolte des androïdes, une jeune femme enceinte et son petit ami cherchent désespérément à se mettre à l'abri."
Les malheurs de Ruby : un nouvel éclat,04/10/2021,,90,David Bercovici-Artieda, TF1 ,"Raechelle Banno,Karina Banno,Richard Harmon",V.C. Andrews' Pearl in the Mist,,Anglais,Télefilm,2021,-,"3,1",,1 Critique Spectateur,,"Ruby et Gisèle sont envoyées à Greenwood, un pensionnat pour filles. Dès le départ, la directrice, madame Ironwood, se montre très froide avec Ruby, ayant été prévenue de son passé dans le Bayou par Daphné, la belle-mère des filles. Gisèle devient rapidement populaire et mène toutes les filles à la baguette, tandis que Ruby se lie d’amitié avec Abby. Cette dernière ne veut pas que les autres filles découvrent son secret sur ses origines car elle sait qu’elle sera rejetée et humiliée. En allant prendre le thé chez madame Clairborne, une généreuse donatrice de l’école, Ruby fait la connaissance de son neveu Louis, un jeune aveugle."
Thunder Force,,Action,105,Ben Falcone,,"Melissa McCarthy,Octavia Spencer,Jason Bateman",,,Anglais,Long-métrage,2021,-,"1,5","1,6",4 articles de presse,,"Après l'invention d'une formule donnant des super-pouvoirs aux gens ordinaires, deux amies d'enfance devenues d'improbables super-héroïnes s'allient pour braver le crime."
Dangerous,,Thriller,99,David Hackl,"
2 nominations
","Scott Eastwood,Kevin Durand,Famke Janssen",,,Anglais,Long-métrage,2021,-,"1,7",,26 Critiques Spectateurs,2 nominations,"Après le décès de son frère, un sociopathe en voie de guérison s'installe sur une île éloignée. Cet endroit va bientôt être assiégé par une bande de mercenaires, responsables de la mort de son frère, l'homme va alors opter pour une vengeance implacable..."
En route pour l'avenir,,Drame,106,Sofia Alvarez (II),,"Emma Pasarow,Andie MacDowell,Dermot Mulroney",Along for the Ride,,Anglais,Long-métrage,2021,-,"2,6",,6 Critiques Spectateurs,,"L'été précédant la rentrée universitaire, Auden rencontre le mystérieux Eli, insomniaque comme elle. Alors que les habitants de la ville de Colby dorment à poings fermés, les deux amis parcourent ses rues. Auden découvre peu à peu la vie d'adolescente épanouie et insouciante dont elle ignorait avoir envie."
The Possessed,,,95,Chris Sun,,"John Jarratt,Lincoln Lewis,Simone Buchanan",,,Anglais,Long-métrage,2021,-,"1,7",,8 Critiques Spectateurs,,"Jacob Chandler est un homme ordinaire au don extraordinaire : celui d’exorciser. Avec son neveu Liam, il vient en aide aux possédés en chassant les démons de leur corps au cours d’intenses séances de purification. Mais alors qu’ils font face à une hausse des cas de possession, Jacob croise la route d’Atalie, la nouvelle petite amie de Liam, dotée elle aussi du pouvoir de voir les damnés. Pour protéger ceux qu’ils aiment, ils vont unir leurs forces et lutter contre ce mal de plus en plus puissant…"
L'Homme de la cave,13/10/2021,Drame,114,Philippe Le Guay, Ad Vitam ,"François Cluzet,Jérémie Renier,Bérénice Bejo",,,Français,Long-métrage,2021,-,"2,6","2,4",21 articles de presse,,"A Paris, Simon et Hélène Sandberg décident de vendre une cave dans l'immeuble où ils habitent. Jacques achète la cave au prix de 9000 euros et paie la totalité de la somme. Deux semaines plus tard, l'homme se met à agresser les habitants de l'immeuble. Le couple décide d'annuler la vente, mais Jacques refuse de quitter les lieux..."
Murina,20/04/2022,,96,Antoneta Alamat Kusijanovic, KMBO ,"Gracija Filipovic,Danica Curcic,Leon Lucev",,"Croatie,Slovénie,Brésil,U.S.A.","Serbo-Croate, Anglais",Long-métrage,2021,-,"3,8","3,6",28 articles de presse,1 prix et 2 nominations,"Sur l’île croate où elle vit, Julija souffre de l’autorité excessive de son père. Le réconfort, elle le trouve au contact de sa mère – et de la mer, un refuge dont elle explore les richesses. L’arrivée d’un riche ami de son père exacerbe les tensions au sein de la famille. Julija réussira-t-elle à gagner sa liberté ?"
Joyeuse fin du monde,,"Comédie,Epouvante-horreur",92,Camille Griffin,,"Keira Knightley,Matthew Goode,Annabelle Wallis",Silent Night,,Anglais,Long-métrage,2021,-,"2,6",,21 Critiques Spectateurs,,"Nell, Simon et leur fils Art sont prêts à accueillir leur famille et leurs amis pour ce qui s’annonce comme la plus parfaite des soirées de Noël. Enfin, presque parfaite parce que ce soir... c’est la fin du monde."
Deep Evil,,Thriller,89,Bradley Parker,,"Adan Canto,Will Patton,Jonathan Sadowski",The Devil Below,,Anglais,Long-métrage,2021,-,"1,4",,5 Critiques Spectateurs,,"Accompagnée par Arianne, une guide spécialisée dans la découverte de lieux désaffectés et hors des sentiers battus, un groupe de scientifiques et aventuriers amateurs se rend à Shookum Hills, une ville des Appalaches, pour y explorer une mine abandonnée il y a des décennies après un mystérieux incendie..."
Balade Meurtrière,,Thriller,93,James Ashcroft,,"Matthias Luafutu,Miriama McDowell,Erik Thomson",Coming Home in the Dark,,Anglais,Long-métrage,2021,-,"1,9",,14 Critiques Spectateurs,,Un enseignant part explorer en famille une côte isolée de Nouvelle-Zélande. La balade se transforme en cauchemar lorsque leur route croise celle d’un psychopathe et de son complice. Mais cette rencontre est-elle vraiment un hasard ?
Blood Conscious: Le Lac Maudit,,Thriller,80,Timothy Covell,,"Oghenero Gbaje,DeShawn White,Lenny Thomas",Blood Conscious,,Anglais,Long-métrage,2021,-,"1,3",,8 Critiques Spectateurs,,Une famille en vacances renverse la situation contre un tireur de masse qui prétend combattre des forces démoniaques.
Ma famille afghane,27/04/2022,Drame,80,Michaela Pavlatova, Diaphana Distribution ,"Eliska Balzerova,Hynek Cermák,Berenika Kohoutová",My Sunny Maad,"République tchèque,Slovaquie,France","Tchèque, Farsi",Long-métrage,2021,-,"3,7","3,8",26 Critiques Spectateurs,2 prix et 4 nominations,"Kaboul, Afghanistan, 2001. Herra est une jeune femme d’origine tchèque qui, par amour, décide de tout quitter pour suivre celui qui deviendra son mari, Nazir. Elle devient alors la témoin et l’actrice des bouleversements que sa nouvelle famille afghane vit au quotidien. En prêtant son regard de femme européenne, sur fond de différences culturelles et générationnelles, elle voit, dans le même temps son quotidien ébranlé par l’arrivée de Maad, un orphelin peu ordinaire qui deviendra son fils..."
Jolt,,"Comédie,Thriller",91,Tanya Wexler,,"Kate Beckinsale,Jai Courtney,Stanley Tucci",,,Anglais,Long-métrage,2021,-,"2,0","2,2",3 articles de presse,,"Lindy est une superbe femme pleine d'humour qui porte un douloureux secret. En raison d'un trouble neurologique rare, elle éprouve des pulsions de rage et de meurtre qui ne peuvent être contrôlées que lorsqu'elle se choque avec un appareil à électrodes. Incapable de trouver l'amour et sa place dans ce monde, elle accorde finalement sa confiance à un homme dont elle tombe éperdument amoureuse avant de le retrouver assassiné. Le coeur complètement brisé et dans une colère noire, elle se donne pour mission de venger le meurtre de cet homme tout en étant poursuivie par la police en tant que principale suspecte du crime."
Amel & les fauves,26/04/2023,Thriller,122,Mehdi Hmili, La Vingt-Cinquième Heure ,"Afef Ben Mahmoud,Zeineb Sawen,Iheb Bouyahia",Streams,"Tunisie,Luxembourg,France",Arabe,Long-métrage,2021,-,"3,0","3,4",9 articles de presse,,"Amel est ouvrière dans une usine à Tunis. Son patron la met en relation avec un homme d’affaires qui peut permettre à son fils d'intégrer le club de foot local. Profitant de la situation, l'homme tente d’abuser d’elle. La police les surprend mais c'est Amel qui est finalement déclarée coupable d’attentat à la pudeur et d’adultère. A sa sortie de prison, elle part à la recherche de son fils dans les soirées underground de Tunis, peuplées de prédateurs et d’une jeunesse en quête de liberté."
Green Snake,,"Fantastique,Aventure",131,Amp Wong,,Tianxiang Yang,Bai She 2: Qing She jie qi,,Chinois,Long-métrage,2021,-,"3,4",,,,Une femme ne recule devant rien pour sauver sa sœur.
Mediterráneo,,,,Marcel Barrena,,"Eduard Fernández,Dani Rovira,Anna Castillo",,"Espagne,Grèce",Espagnol,Long-métrage,2021,-,"3,1",,,,"Septembre 2015. Le monde entier est bouleversé devant la photo d'Aylan, un enfant kurde, dont le corps est retrouvé mort sur une plage turque. A la suite de cette image, les maîtres-nageurs espagnols, Óscar Camps et Gerard Canals, se rendent sur l'île de Lesbos où se trouvent des camps de migrants et de réfugiés. Ces derniers sont prêts à risquer leur vie dans les eaux de la Méditerranée dans l'espoir d'une vie meilleure. Óscar, Gérard mais aussi Esther et Nico, tentent de leur venir en aide."
Copshop,,Action,108,Joe Carnahan,,"Gerard Butler,Frank Grillo,Alexis Louder",,,Anglais,Long-métrage,2021,-,"2,5",,31 Critiques Spectateurs,,"Un poste de police d'une petite ville devient le champ de bataille d'un tueur à gages, d'une flic débutante mais ingénieuse et d'un escroc qui s'est réfugié derrière les barreaux car il n'a pas d'endroit où fuir..."
Seobok,,"Science fiction,Thriller",115,Yong-ju Lee,,"Bo-Gum Park,Gong Yoo,Young-nam Jang",,,Coréen,Long-métrage,2021,-,"3,1",,11 Critiques Spectateurs,,"Premier clone humain détenteur de la vie éternelle, Seo Bok est la cible de plusieurs organisations cherchant soit à l’enlever, soit à le détruire. Acceptant la périlleuse mission de le protéger, Ki Heon, un ancien agent secret atteint d’un mal incurable, se laisse progressivement gagner par l’humanité de Seo Bok."
Ogre - Der Fluch,20/04/2022,"Fantastique,Epouvante-horreur",102,Arnaud Malherbe, The Jokers / Les Bookmakers ,"Ana Girardot,Giovanni Pucci,Samuel Jouy",,"France,Belgique",Français,Long-métrage,2021,-,"2,9","2,0",31 articles de presse,6 nominations,"Fuyant un passé douloureux, Chloé démarre une nouvelle vie d'institutrice dans le Morvan avec son fils Jules, 8 ans. Accueillie chaleureusement par les habitants du village, elle tombe sous le charme de Mathieu, un médecin charismatique et mystérieux. Mais de terribles événements perturbent la tranquillité des villageois : un enfant a disparu et une bête sauvage s’attaque au bétail. Jules est en alerte, il le sent, quelque chose rôde la nuit autour de la maison..."
Maman a disparu,14/03/2023,,90,François Basset, France 3 ,"Claire Borotra,Claire Keim,Nicole Calfan",,,Français,Long-métrage,2021,-,"2,8",,3 Critiques Spectateurs,,"Louise et Céline, deux sœurs que la vie a éloignées, se retrouvent après la disparition inquiétante de leur mère. Seule dans ces montagnes, elle ne survivra pas longtemps : les heures sont désormais comptées ! Alors que la gendarmerie est sur l’affaire, les sœurs aux caractères si opposés sont persuadées qu’elle n’a pas disparu sans raison et décident ensemble d’enquêter de leur côté. Elles mettront au jour des secrets de famille jusque-là bien enfouis…"
Survivre ou Mourir,,Drame,93,Jonathan W. Stokes,,"Georgina Campbell,Luke Benward,Ibrahim Renno",Wildcat,,Anglais,Long-métrage,2021,-,"2,4",,,,Une journaliste ambitieuse en poste au Moyen-Orient est capturée après que son convoi a été pris dans une embuscade. Elle est confrontée au traumatisme de son passé et doit trouver un moyen de faire tomber les militants qui l'ont incarcérée.
Utama : La Terre Oubliée,11/05/2022,,88,Alejandro Loayza Grisi, Condor Distribution ,"José Calcina,Luisa Quispe,Santos Choque",Utama,"Bolivie,Uruguay,France",Espagnol,Long-métrage,2021,-,"3,6","3,9",15 articles de presse,,"Dans l’immensité des hauts plateaux boliviens, Virginio et Sisa veillent sur leur troupeau de lamas. Jusqu’ici, rien n’a pu les détourner de cette vie âpre, héritée des traditions : ni leur âge avancé, ni le départ des habitants de la région, chassés par la sécheresse. Aussi accueillent-ils avec méfiance la visite de Clever, leur petit-fils de 19 ans, venu les convaincre de s’installer en ville avec le reste de la famille. Réticent à l’idée de quitter sa terre, Virginio se montre inflexible. A tel point que le jour où il tombe gravement malade, il décide de le cacher à Sisa et Clever…"
Parents à perpétuité,19/03/2021,,88,Florian Schwarz, Arte ,"Anja Schneider,Devid Striesow,Max Schimmelpfennig",Für immer Eltern,,Allemand,Long-métrage,2021,-,"3,2",,1 Critique Spectateur,,"À peine leurs deux grands enfants partis du nid, Anja et Michael Wagner ont troqué la maison familiale dans la banlieue de Munich contre un appartement bien à eux en centre-ville. Tous deux se réjouissent du vent de liberté et de renouveau qui souffle sur leur couple. Mais quand Niklas, leur désinvolte petit dernier, se fait renvoyer de sa colocation, le jeune homme n’imagine pas d’autre solution que de retourner vivre chez papa-maman. Les parents aimants acceptent de bonne grâce, mais ils n’avaient pas prévu qu’Alina, la petite amie de Niklas, prenne également ses quartiers chez eux. Ni que leur fils, professeur stagiaire sur le point d’être titularisé, soit pris d’une soudaine crise de vocation. Entre le manque d’intimité et les errances de Niklas, assez peu disposé à entrer pour de bon dans l’âge adulte, les parents exploités seront menés au bord de la crise…"
Embuscade,,"Guerre,Thriller",101,Pierre Morel,,"Marwan Abdullah,Mohamed Ahmed,Omar Bin Haider",Al Kameen,"Emirats Arabes Unis,France",Arabe,Long-métrage,2021,-,"2,8",,7 Critiques Spectateurs,,"En 2018, au Yémen, trois soldats partis en mission de reconnaissance sont pris en embuscade par des rebelles. Cernés de toute part, pris dans un déluge de feu, ils sont dans une situation désespérée. L’état-major lance alors une vaste opération de sauvetage dans une zone particulièrement hostile en territoire ennemi. Le réalisateur de « Taken » adapte un incroyable fait de guerre dans un film d’action immersif."
South of Heaven,,Drame,125,Aharon Keshales,,"Jason Sudeikis,Evangeline Lilly,Shea Whigham",,,Anglais,Long-métrage,2021,-,"2,5",,11 Critiques Spectateurs,,"Jimmy obtient une libération conditionnelle anticipée après douze ans de prison pour vol à main armée. À sa libération, il fait la promesse à Annie, son amour d’enfance, en train de mourir du cancer, de lui faire connaître la meilleure année de sa vie - malheureusement, ce n’est pas si simple."
Abuela,06/04/2022,,100,Paco Plaza, Wild Bunch Distribution ,"Almudena Amor,Vera Valdez,Karina Kolokolchykova",La abuela,"Espagne,France",Espagnol,Long-métrage,2021,-,"3,6","2,3",19 articles de presse,1 prix et 4 nominations,"Susana, un jeune mannequin espagnol, est sur le point de percer dans le milieu de la mode parisien. Mais quand sa grand-mère est victime d’un accident la laissant quasi paralysée, Susana doit rentrer à Madrid dans le vieil appartement où elle a grandi afin de veiller sur celle qui constitue son unique famille. Alors qu’approche leur anniversaire commun, de vieux souvenirs resurgissent en parallèle d’événements étranges, et le comportement de sa grand-mère devient de plus en plus inquiétant…"
Guermantes,29/09/2021,,139,Christophe Honoré, Memento Distribution ,"Claude Mathieu,Anne Kessler,Eric Genovese",,,Français,Long-métrage,2021,-,"3,4","2,6",30 articles de presse,,"Paris, été 2020. Une troupe répète une pièce d’après Marcel Proust. Quand on lui annonce soudain que le spectacle est annulé, elle choisit de continuer à jouer malgré tout, pour la beauté, la douceur et le plaisir de rester ensemble."
"Maman, j'ai raté l'avion ! (ça recommence)",,"Comédie,Aventure",93,Dan Mazer,,"Archie Yates,Ellie Kemper,Rob Delaney",Home Sweet Home Alone,,Anglais,Long-métrage,2021,-,"1,0",,85 Critiques Spectateurs,,"Max Mercer est un petit garçon facétieux et plein de ressources qui a été laissé à la maison pendant que sa famille est en vacances au Japon pour les fêtes. Alors, lorsqu’un couple marié, qui tente de récupérer un précieux héritage, jette son dévolu sur la maison des Mercer, c’est Max qui va devoir protéger le domicile familial des intrus…et il fera tout ce qu’il peut pour les empêcher d’entrer ! Les péripéties épiques et hilarantes s’enchaînent et en dépit du chaos absolu généré par ses efforts, Max en vient à réaliser à quel point on est bien chez soi."
Twist À Bamako,05/01/2022,Historique,129,Robert Guédiguian, Diaphana Distribution ,"Stéphane Bak,Alicia Da Luz Gomes,Saabo Balde",,"France,Canada,Sénégal",Français,Long-métrage,2021,"5,2 M€","3,6","3,3",29 articles de presse,,"1962. Le Mali goûte son indépendance fraîchement acquise et la jeunesse de Bamako danse des nuits entières sur le twist venu de France et d'Amérique. Samba, le fils d'un riche commerçant, vit corps et âme l'idéal révolutionnaire : il parcourt le pays pour expliquer aux paysans les vertus du socialisme. C'est là, en pays bambara, que surgit Lara, une jeune fille mariée de force, dont la beauté et la détermination bouleversent Samba. Samba et Lara savent leur amour menacé. Mais ils espèrent que, pour eux comme pour le Mali, le ciel s'éclaircira..."
Till Death,,Thriller,90,S.K. Dale, Metropolitan FilmExport ,"Megan Fox,Eoin Macken,Callan Mulvey",,,Anglais,Long-métrage,2021,-,"2,4",,27 Critiques Spectateurs,,"Dans une maison isolée dans la neige, une jeune femme se réveille menottée au corps sans vie de son mari. Incapable de se libérer, sans téléphone pour appeler du secours, elle découvre que des tueurs à gages sont en route pour venir l’éliminer."
Death Valley,,Epouvante-horreur,93,Matthew Ninaber,,"Jeremy Ninaber,Ethan Mitchell,Kristen Kaster",,,Anglais,Long-métrage,2021,-,"1,5",,7 Critiques Spectateurs,,"Des mercenaires sont engagés pour sauver un bio-ingénieur emprisonné dans un bunker de la Guerre froide. Dès qu'ils pénètrent dans l'installation, ils doivent lutter pour leur survie lorsqu'ils sont attaqués par une créature inconnue et mortelle."
Détour mortel : La fondation,,,110,Mike P. Nelson, Metropolitan FilmExport ,"Charlotte Vega,Adain Bradley,Bill Sage",Wrong Turn,,Anglais,Long-métrage,2021,-,"2,1",,68 Critiques Spectateurs,,Un groupe d’amis en randonnée dans les Appalaches s’écartent de la piste et s’enfoncent dans la forêt où ils deviennent les proies de psychopathes qui vivent en autarcie depuis plusieurs siècles…
Clèves,,,114,Rodolphe Tissot, Arte ,"Louisiane Gouverneur,Vincent Deniard,Aymeric Fougeron",,,Français,Télefilm,2021,-,"3,8","3,7",14 articles de presse,,"Solange, 15 ans, vit à Clèves, petit village de Haute-Savoie. Délaissée et livrée à elle-même, elle découvre cet été-là son corps, le plaisir, et le nouveau pouvoir qu’il lui donne sur les hommes. C’est une révélation, un tsunami ! Mais à l’aube de son émancipation, Solange se confronte à l’apprentissage chaotique de sa féminité. Son choix, inéluctable, vient sonner la fin de ce conte tragique."
Life On Mars,,"Drame,Thriller",105,Wyatt Rockefeller,,"Sofia Boutella,Ismael Cruz Cordova,Brooklynn Prince",Settlers,"Grande-Bretagne,Afrique du Sud",Anglais,Long-métrage,2021,-,"1,9",,20 Critiques Spectateurs,,"Ilsa, son mari Reza et sa fille Remmy ont fui la Terre pour Mars. Installés dans une colonie isolée et inhospitalière, ils s'accrochent à l'espoir d'une vie meilleure. Lorsque des assaillants envahissent les lieux, la famille est prise en otage et doit s'adapter pour survivre. Remmy est alors confrontée à une réalité que ses parents ont tout fait pour lui cacher..."
Land of the Sons,,,117,Claudio Cupellini, Condor Distribution ,"Leon de la Vallée,Paolo Pierobon,Maria Roveran",La terra dei figli,,Italien,Long-métrage,2021,-,"2,1",,15 Critiques Spectateurs,,"Dans le futur, un mystérieux fléau a mis fin à la civilisation. L’humanité a presque disparu. Dans ce monde abandonné devenu hostile, un père et son fils luttent pour leur survie. Lorsque le premier finit par mourir, il laisse derrière lui le journal qu'il tient secrètement depuis des années. Mais incapable de lire, le jeune homme se lance en quête d'un adulte qui pourrait lui en révéler le contenu. Un voyage vers l’inconnu, au cours duquel il va apprendre que chaque rencontre peut être la dernière."
Valentina,22/03/2023,"Famille,Musical,Aventure",65,Chelo Loureiro, Eurozoom ,"Laetitia Casta,Jeanne Métivier,Sarah Vergès",,,Espagnol,Long-métrage,2021,-,"2,8","2,7",2 Critiques Spectateurs,,"Valentina, adorable petite fille avec trisomie 21, vit mal son handicap, persuadée que cela l'empêche de réaliser son rêve : devenir trapéziste. Du fin fond de sa chambre, au rythme de la musique, Valentina part pour un voyage imaginaire et merveilleux dans lequel elle découvre qu’elle est capable de tout, comme les autres enfants."
La Bonne conduite,17/12/2021,,90,Arnaud Bedouet, Arte ,"Alban Lenoir,Olivier Saladin,Aïmen Derriachi",,,Français,Télefilm,2021,-,"3,6",,15 Critiques Spectateurs,,"Pierre, un militaire psychorigide et homme de principes au sens des valeurs bien établi, se voit contraint de revenir sur les lieux de sa jeunesse pour retrouver son père gravement malade et gérer l’auto-école familiale avec Félix, l’unique et vieux moniteur. Entre rencontres déroutantes et frustrations, la maladie de son père et le sens du devoir obligent Pierre à déconstruire ses nombreuses certitudes. Une leçon de bonne conduite salutaire et joyeuse dans une banlieue à la réalité bigarrée."
Cosmic Sin,,"Action,Aventure",88,Edward Drake,"
# prix
","Bruce Willis,Frank Grillo,Brandon Thomas Lee",,,Anglais,Long-métrage,2021,-,"1,0","0,9",3 articles de presse,,Un groupe de guerriers et de scientifiques doit se battre pour protéger et sauver la race humaine menacée par une espèce extraterrestre hostile ayant la capacité d'infecter et de devenir les hôtes d'un corps humain.
Bergman Island,14/07/2021,"Comédie,Romance",113,Mia Hansen-Løve, Les Films du Losange ,"Vicky Krieps,Tim Roth,Mia Wasikowska",,"France,Belgique,Allemagne,Suède",Anglais,Long-métrage,2021,-,"3,5","3,0",27 articles de presse,12 nominations,"Un couple de cinéastes s'installe pour écrire, le temps d'un été, sur l’île suédoise de Fårö, où vécut Bergman. A mesure que leurs scénarios respectifs avancent, et au contact des paysages sauvages de l’île, la frontière entre fiction et réalité se brouille…"
