titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Alma Junction,,,,Trey Parker,,,,,Anglais,Long-métrage,2021,-,,,,,
Stanleyville,,,89,Maxwell McCabe-Lokos,,"Susanne Wuest,Cara Ricketts,Julian Richings",,,Anglais,Long-métrage,2021,-,,,,,"Une mère de famille désespérée, Maria Barbizan, se voit approcher par un homme étrange, Homunculus, afin de participer à une compétition. Face à elle, cinq autres individus qui tenteront de gagner une SUV compact qui semble être le seul réconfort pour les âmes perdues."
Afterward,,,,Dito Montiel,,"Aaron Eckhart,Terrence Howard,George Lopez",,,Anglais,Long-métrage,2021,-,,,,,Le combat d'un père pour rétablir la vérité sur la mort de sa fille. Il devra affronter la corruption et les mensonges des politiques de la ville dans laquelle il réside.
On The Job 2: The Missing 8,,,208,Erik Matti,"
1 prix et 3 nominations
","John Arcilla,Dennis Trillo,Ricky Davao",,,"Filipino, Anglais",Long-métrage,2021,-,,,,1 prix et 3 nominations,"Cette suite de On the Job (2013) se concentre sur la corruption et la censure des médias maintenant qu'un nouvel homme fort, Duterte, est au pouvoir aux Philippines."
Red Snow,,,80,Sean Nichols Lynch,,"Dennice Cisneros,Nico Bellamy,Laura Kennon",,,Anglais,Long-métrage,2021,-,,,,,"L'histoire d'Olivia Romo, une romancière de romans sur les vampires qui se retrouve face à de véritables créatures de la nuit. Lorsqu'une chauve-souris se heurte à la fenêtre de son salon, Olivia a pitié de l'animal blessé et le ramène dans son garage pour le soigner. Le lendemain, cependant, la petite chauve-souris se transforme en vampire à part entière..."
Some Other Woman,,,,Joel David Moore,,"Amanda Crew,Tom Felton,Ashley Greene Khoury",,,Anglais,Long-métrage,2021,-,,,,,"Eve Carver suit son mari pour son travail. Ils s'installent pour quelques temps sur une île tropicale. Mais les mois se transforment en années, Eve a dû renoncer à ses rêves. Bientôt, elle rencontre une femme étrange qui commence à prendre le contrôle de sa vie, morceau par morceau."
Humble,,,,Svetoslav Draganov,,"Hristo Petkov,Zdravko Dragnev,Sashka Bratanova",Smiren,"Bulgarie,Roumanie",Bulgare,Long-métrage,2021,-,,,,,"Un documentariste de 40 ans met toute son énergie dans son nouveau film, qui raconte l'histoire d'une relation brisée entre un moine et sa mère. Lorsqu'il apprend que le moine est en psychiatrie et que sa mère va être opérée d'un cancer, il décide de les accueillir chez lui..."
Roxy,,,,Dito Tsintsadze,,"Devid Striesow,Camilla Borgezani,Vakho Chachanidze",,"Allemagne,Belgique,Russie",Allemand,Long-métrage,2021,-,,,,,"Un chauffeur de taxi d'une quarantaine d'années, Thomas, voit monter dans son véhicule un gang russe et leur bulldog, Roxy. Thomas rejoint le groupe dans l'espoir de gagner de l'argent et s'éprend d'Aziza, la femme d'Igor, le chef du gang."
The Salamander Lives Twice,,,,Ant Timpson,,"Adrien Brody,Vera Farmiga",,,Anglais,Long-métrage,2021,-,,,,,"Iris et sa fille, Goggy, trouvent sur le rivage d'une île, un homme blessé, amnésique. Il possède également une mallette intriguante mais impossible à ouvrir..."
Slayed,,,73,Jim Klock,,"Jim Klock,Mike Capozzi,Coel Mahal",,,Anglais,Long-métrage,2021,-,,,,,"Cinq ans après avoir commis un massacre dans le comté de Harris dans l'Arizona, la veille de Noël. Un tueur fou déguisé en Père Noël retourne sur le lieu pour terroriser à nouveau les habitants. Mais cette année, l'unique survivant du drame l'attend de pied ferme afin de se venger..."
Like It Use to Be,,,,Bernardo Cubria,,"Gina Rodriguez,Karla Souza,Emeraude Toubia",,,Anglais,Long-métrage,2021,-,,,,,Quatre meilleures amies - en route pour le Mexique - apprennent une nouvelle qui va changer leur vie...
Black Forest,,,,Derrick Borte,,,,,Anglais,Long-métrage,2021,-,,,,,"Un groupe d'étudiants parcourent la célèbre forêt noire en Allemagne. Bientôt, ils vont être confrontés à des phénomènes étranges qui les ramènent à l'époque du Moyen-Age... Une véritable chasse aux sorcières semble avoir été organisée à leur encontre..."
Exodus,,,,Abbe Hassan,,"Ashraf Barhom,Jwan Algatami",,"Liban,Grèce,Suède",Arabe,Long-métrage,2021,-,,,,,"La jeune Amal fuit la Syrie en guerre. Dans un port turc, elle rencontre Sam, un passeur de réfugiés. Amal veut se rendre en Grèce où se trouvent ses sœurs, puis rejoindre ses parents en Suède. La jeune fille, vive d'esprit mais traumatisée, et Sam, plus âgé et blasé, traversent ensemble l'Europe en quête de liberté, développant peu à peu une relation père-fille..."
Faraway Home,,,,Karey Kirkpatrick,,,,"Irlande,Autriche","Allemand, Anglais",Long-métrage,2021,-,,,,,"Deux jeunes enfants juifs envoyés par leurs parents hors de l’Autriche, alors occupée par les nazis, sur le Kindertransport vers Londres. Les enfants se retrouveront finalement dans une ferme de réfugiés juifs à Millisle, en Irlande du Nord, échappant ainsi à la guerre et à une mort certaine."
This Is Chance !,,,,Ol Parker,,,,,Anglais,Long-métrage,2021,-,,,,,
Ma meilleure ennemie de Noël,,,84,Ron Oliver,,"Betsy Brandt,Kyle Richards,Jearnest Corchado",The Housewives Of The North Pole,,Anglais,Télefilm,2021,-,,,,,"Depuis 9 ans, Trish et Diana, reines de Noël de la ville de North Pole dans le Vermont, remportent le Renne d'Or, trophée remis aux vainqueurs du concours de décoration de maisons chaque année. Mais à quelques jours de Noël, une dispute éclate entre les 2 meilleures amies et conduit à une querelle à grande échelle, attirant l'attention d'une journaliste travaillant pour une revue nationale et cherchant à se faire un nom."
Moto Taxi - Bendskins,,,90,Narcisse Wandji,,"Danilo Melande,Merveille Akamba,Christian Aliguena",,,Français,Long-métrage,2021,-,,,,,"Conducteurs de Moto-taxi (Bendskins) dans la capitale Yaoundé, SANI, MARIE et FRANCK sont trois jeunes aux destins et histoires singulières. SANI doit affronter CHARLES, son employeur et par ailleurs père de SAMEDI, sa copine, qui attend un enfant de lui. MARIE, violée il y a cinq ans, essaie de retrouver TOM, son violeur. Et FRANCK de son côté, doit tout faire pour se débarrasser du corps sans vie d’un enfant de 8 mois."
Man's Search For Meaning,,,,Tony Robbins,,,,,Anglais,Long-métrage,2021,-,,,,,"Le destin du psychiatre autrichien, Victor Frankl, durant les heures les plus sombres de la Seconde Guerre mondiale."
Bar Fight!,,,85,Jim Mahoney,,"Melissa Fumero,Luka Jones,Rachel Bloom",,"U.S.A.,Argentine,Grande-Bretagne",Anglais,Long-métrage,2021,-,,,,,"Les ex-amoureux, Nina et Allen, ont partagé toute leur vie à parts égales après leur rupture pour éviter tout drame - tout, sauf leur bar local préféré. Nina et Allen doivent s'affronter dans une bataille pour la garde de leur bar préféré."
Here Before,,,83,Stacey Gregg,,"Andrea Riseborough,Jonjo O'Neill,Eileen O'Higgins",,,Anglais,Long-métrage,2021,-,,,,,"Qui est donc cette enfant, qui semble si familière à Laura, et réveille en elle des fantômes du passé? (Synopsis officiel fourni par le Festival International du Film de La Roche-sur-Yon)"
My Next Life as a Villainess : All Routes Lead to Doom !,,,,,,,Eiga Otome Game no Hametsu Flag Shika Nai Akuyaku Reijou ni Tensei Shiteshimatta...,,Japonais,Long-métrage,2021,-,,,,,Il s'agit d'un film d'animation basé sur le roman Otome Game no Hametsu Flag Shika Nai Akuyaku Reijou ni Tensei Shiteshimatta... de Satoru Yamaguchi.
Bloodsuckers,,"Romance,Fantastique",128,Julian Radlmaier,,"Aleksandre Koberidze,Lilith Stangenberg,Alexander Herbst",Blutsauger,,"Allemand, Anglais, Russe",Long-métrage,2021,-,,,,,"Le film, dont l'action se passe à la fin des années 1920s, dépeint la rencontre entre un réfugié soviétique sans le sou et une jeune femme vampire sur la côte baltique."
Through The Glass Darkly,,,,Lauren Fash,,"Robyn Lively,Bethany Anne Lind,Shanola Hampton",,,Anglais,Long-métrage,2021,-,,,,,"Charlie et Amy s'allient pour résoudre le récent kidnapping d'une fille de la région, un crime faisant écho à la disparition de la fille de Charlie."
Senior Moment,,Drame,92,Giorgio Serafini,,"William Shatner,Christopher Lloyd,Katrina Bowden",,,Anglais,Long-métrage,2021,-,,,,,Un pilote de la Top Gun Navy à la retraite a pour habitude de parader au volant de son bolide avec son meilleur ami. Mais il se voit retirer son permis suite à une mesure visant à empêcher les conducteurs âgés de conduire.
The College Admissions Scandal,,,90,Adam Salky,,"Penelope Ann Miller,Mia Kirshner,Michael Shanks (I)",,,Anglais,Long-métrage,2021,-,,,,,
Kill Them All,,,,Victoria Mahoney,,,,,Anglais,Long-métrage,2021,-,,,,,Une meurtrière assoifée de revanche et un ancien policier alcoolique font faire équipe pour abattre un seigneur du crime résidant au quinzième étage d'une tour de Miami.
Tae-il-i,,,100,Hong Junpyo,"
# prix
",Seon-kyu Jin,Chun Tae-il: A Flame That Lives On,,Coréen,Long-métrage,2021,-,,,,,Un drame social qui nous entraîne au cœur des luttes ouvrières des tailleurs de Séoul.
Wesele,,,,Wojciech Smarzowski,,"Robert Wieckiewicz,Michalina Labacz,Agata Kulesza",,,Polonais,Long-métrage,2021,-,,,,,L'histoire d'une tragédie lors de la Seconde Guerre mondiale dans un village polonais mêlée à celle d'un mariage qui se déroule au même endroit 100 ans plus tard.
Lucca,,,,,,,,,Anglais,Long-métrage,2021,-,,,,,"Une jeune actrice nommée Lucca Montale, à la suite d'un accident de voiture brutal, devient aveugle. Seule, désemparée, sa vie est bouleversée et elle s'adapte à sa nouvelle situation. Elle développe une amitié étroite avec Robert, un médecin qui se remet d'un mariage raté."
Seire,,Thriller,102,Kang Park,"
1 nomination
","Hyun-woo Seo,Ryu Sun-young,Eun-woo Shim",,,Coréen,Long-métrage,2021,-,,,,,"Woo-jin vient tout juste de devenir papa. Sa belle- mère croit en une superstition appelée “Seire” qui veut que pendant ses 21 premiers jours, un bébé doit être protégé du monde extérieur, sous peine qu’un malheur lui arrive. Lorsqu’il apprend le décès de son ex, Woo-jin décide de se rendre à son enterrement, sans le dire à sa femme. D’étranges événements commencent alors à se produire…"
La Santa piccola,,,97,Silvia Brunelli,,"Francesco Pellegrino,Vincenzo Antonucci,Pina Di Gennaro",,,Italien,Long-métrage,2021,-,,,,,Une fille devient inopinément la sainte patronne d'un district napolitain.
Le Grand vertige,,,,Cyril Dion,,,,,Français,Long-métrage,2021,-,,,,,
Vronika,,,,Geert Heetebrij,,"Inbar Lavi,Jack Kesy",,,Anglais,Long-métrage,2021,-,,,,,"L'ambitieux mari de Roni, Stephen, un trader de crypto-monnaies fait apparaître une version jumelle de sa femme, Vronika pour l'aider à gagner des transactions."
Yong an Zhen Gu Shi Ji,,,123,Shujun Wei,"
2 nominations
","Zishan Yang,Jiajia Wang,Miyi Huang",,,Chinois,Long-métrage,2021,-,,,,2 nominations,Un tournage a lieu dans la petite ville reculée de Yong’an.
The Ploughmen,,,,Ed Harris,,"Robert Duvall,Garrett Hedlund,Amy Madigan",,,Anglais,Long-métrage,2021,-,,,,,
The Trick,,,,Pip Broughton,,"Jason Watkins,George MacKay,Victoria Hamilton",,,Anglais,Télefilm,2021,-,,,,,"L'histoire vraie de Philip Jones, professeur de renommée mondiale et directeur de la recherche climatique à l'Université d'East Anglia qui a fait l'objet d'un scandal médiatique internationale et a été victime de cyberterrorisme."
Svar við bréfi Helgu,,,,Ása Helga Hjörleifsdótirr,,"Hera Hilmar,Anita Briem,Björn Thors",,"Islande,Pays-Bas,Estonie",Islandais,Long-métrage,2021,-,,,,,
Match Me If You Can,,,,Marian Yeager,,"Georgina Reilly,Wilson Bethel",,,Anglais,Long-métrage,2021,-,,,,,"Kip Parsons est une informaticienne qui voit son inscription, auprès d'un site de rencontres amoureuses en ligne, rejetée car son profil a été jugé ""pas attractif"". Après avoir relaté sa mésaventure sur son blog, Kip devient la porte-parole des célibataires dans la milieu geek..."
Heather,,,,Tony Repinski,,"Sean Young,Pooya Mohseni,Nick Mathews",,,Anglais,Long-métrage,2021,-,,,,,Un coureur de jupons succombe aux charmes d'une femme sexy. Les choses prennent une tournure différente après que le séducteur ait appris que sa dernière conquête était autrefois le garçon qu'il terrorisait au lycée.
The Memory Police,,,,Reed Morano,,,,,Anglais,Long-métrage,2021,-,,,,,
Dark Paradise,,,,Triin Ruumet,,"Rea Lest,Jörgen Liik,Juhan Ulfsak",,"Estonie,France",Estonien,Long-métrage,2021,-,,,,,"Une femme de 27 ans, Karmen, découvre que son père, récemment enterré, croulait sous les dettes, et que l’ensemble de sa vie à elle n’a été qu’un vaste mensonge."
Pour que Noël brille à nouveau,,,84,David Bercovici-Artieda,,"Taylor Cole,Carlo Marks,Sarah Surh",Making Spirits Bright,,Anglais,Télefilm,2021,-,,,,,"Lorsque Grace retrouve Tony, son ami d’enfance revenu dans leur ville natale après ses études, tous deux se remémorent les belles années où leurs pères Bill et Frank étaient les meilleurs amis du monde. Malheureusement, leur amitié a volé en éclats après un désaccord professionnel. Grace et Tony vont tout faire pour que les deux patriarches se réconcilient, en faisant participer leurs deux familles au grand concours annuel des illuminations des maisons de Noël."
Sea Fog Remake US,,,,Matt Palmer,,,,,Anglais,Long-métrage,2021,-,,,,,L'équipage d'un bateau de pêche prend des risques en acceptant à bord des immigrés sans papiers...
She’s Still Here,,,,Anthony Gaudioso,,"Mickey Rourke,Jennifer Carpenter",,,Anglais,Long-métrage,2021,-,,,,,"Un veuf désespéré est tourmenté par l'esprit vengeur de sa défunte épouse. Exaspéré, il demande l'aide de son neveu chasseur de fantômes pour comprendre pourquoi elle le hante et ramener la paix dans sa maison."
Occupation,,,95,Michal Nohejl,,"Otakar Brousek,Cyril Dobrý,Antonie Formanová",Okupace,,Tchèque,Long-métrage,2021,-,,,,,"Deux hommes trouvent un soldat russe ivre dans un parc à la fin des années 1960, ils le traînent dans une cave et, l'habillent d'un uniforme nazi. Ils le convainquent que la Seconde Guerre mondiale n'est pas encore terminée."
White Knuckle,,,,Eric Red,,Gina Carano,,,Anglais,Long-métrage,2021,-,,,,,"Une femme au caractère bien trempé survit à un attentat perpétré par le tueur en série et camionneur ""White Knuckle"". Hantée par sa rencontre et l'incapacité des policiers à attraper son bourreau, elle s'associe à un camionneur pour mettre fin au règne de terreur du tueur."
El amor en su lugar,,Musical,103,Rodrigo Cortés,,"Clara Rugaard,Ferdia Walsh-Peelo,Magnus Krepper",,"Espagne,Grande-Bretagne",Espagnol,Long-métrage,2021,-,,,,,
Free ! The Final Stroke - the first volume,,Drame,86,Eisaku Kawanami,,"Nobunaga Shimazaki,Tatsuhisa Suzuki,Mamoru Miyano",Gekijouban Free! The Final Stroke Part 1,,Japonais,Long-métrage,2021,-,,,,,"La nouvelle scène mondiale vers laquelle se dirige Haruka Nanase n'est autre que Sydney. Alors que Haruka prend une courte pause avant de partir, il tombe sur les nageurs qu'il avait rencontrés lors de son tournoi au Japon. Et chacun d'entre eux est motivé pour les Jeux de Sydney où le champion Albert Wahlander l'y attend. Que vont-ils ressentir en se frottant aux meilleurs nageurs mondiaux ? Pourquoi nagent-ils ? Leur bataille féroce contre l'eau débute !"
Pink Moon,,,95,Floor van der Meulen,,"Julia Akkermans,Johan Leysen,Eelco Smits",,"Pays-Bas,Italie,Slovénie",Néerlandais,Long-métrage,2021,-,,,,,"Quand Iris, 29 ans, apprend que son père en a assez de la vie, elle le kidnappe et l'emmène dans les montagnes de Slovénie, où elle cherche un moyen de répondre à sa dernière volonté."
Turning Point,,,,Joshua Wagner,,"DJ Qualls,Lydia Hearst,Shane Brady",,,Anglais,Long-métrage,2021,-,,,,,"Un cambriolage tourne mal lorsque le propriétaire des lieux rentre chez lui... mordu par une mystérieuse créature et présentant des signes de maladie sans précédent. Alors qu'il se transforme petit à petit en chose monstrueuse, les intrus tentent désespérément de préparer leur évasion."
Dead Giveaway,,,,Ian Kimble,,"Crystal Reed,Tahirah Sharif",,,Anglais,Long-métrage,2021,-,,,,,"Jill est une fêtarde de Philadelphie. Elle en a connu des nuits épiques jusqu'à ce dimanche matin, où elle trouve le corps d'un étranger à ses côtés, poignardé. Avec l'aide de son amie, Lia, Jill va tenter de résoudre ce mystère..."
Nebo,,,,Igor Kopylov,,"Vasiliy Bashmakov,Ivan Batarev,Dmitriy Blokhin",,,Russe,Long-métrage,2021,-,,,,,"Le lieutenant-colonel Soshnikov, le capitaine Muravyov et le major Zakharov sont trois personnages différents, trois destins différents, ils se sont rencontrés sur la base militaire de Khmeimim."
Untitled Spike Lee Viagra Movie,,,,Spike Lee,,,,,Anglais,Long-métrage,2021,-,,,,,"Une comédie musicale racontant la création du viagra, la célèbre pilule contre les troubles de l'érection."
La Contemplation du mystère,,,,Albéric Aurtenèche,,"Emmanuel Schwartz,Sarah-Jeanne Labrosse,Gilles Renaud",,,Français,Long-métrage,2021,-,,,,,"Un an après la mort de son père suite à un accident de chasse, Éloi retourne sur les lieux du drame afin de faire la paix avec les évènements et assister à un hommage, rendu par les pairs chasseurs du défunt. Sur place, il apprendra l'existence d'un étrange personnage, presque mythique, appelé l'Indien, qui pourrait bien avoir un lien avec le décès tragique de son père. Diane, la fille d'un chasseur du coin, l'aidera à voir plus clair dans cette histoire. Éloi est résolu à confronter ses cauchemars récurrents et découvrir la vérité."
Reunion,,,,Chad Villella,,,,,Anglais,Long-métrage,2021,-,,,,,Une créature maléfique et polymorphe s'immisce au sein d'un bal de fin d'année. Un groupe d'anciens du lycée devient le seul espoir de survie pour les jeunes étudiants...
13,,,,Tamra Davis,,,,,Anglais,Long-métrage,2021,-,,,,,"A la suite du divorce de ses parents, le new-yorkais Evan Goldman emménage dans une petite ville d’Indiana. Il va bientôt fêter ses treize ans et il se prépare pour sa future Bar Mitzvah..."
Lair,,,96,Adam Ethan Crow,,"Oded Fehr,Corey Johnson,Emily Haigh",,,Anglais,Long-métrage,2021,-,,,,,Une famille LGBTQ+ se retrouve impliquée dans la tentative du docteur Steven Caramore de prouver l’existence du surnaturel après qu'un de ses amis prétend avoir été possédé par un démon.
Vasil,,,,Avelina Prat,,"Ivan Barnev,Karra Elejalde,Susi Sánchez",,"Espagne,Bulgarie",Espagnol,Long-métrage,2021,-,,,,,"Vasil, un champion bulgare des échecs et du bridge arrive en Espagne. Il rencontre rapidement Maureen, une irlandaise qui lui propose son aide, Yorgos, un grec, lui donne du travail. Quand à Alfredo, il propose de l'héberger..."
"Amour, star et beauté",,,84,Heather Hawthorn Doyle,,"Jen Lilley,Ryan Paevey,Linda Dano",A Little Daytime Drama,,Anglais,Télefilm,2021,-,,,,,"Maggie est la cheffe scénariste du soap opera Forever, en passe de succéder à la productrice Alice, qui va partir à la retraite. Forever dure depuis quarante ans, mais connaît une récente baisse d’audience inquiétante depuis le départ de l’acteur phare, Darin Mitchell, parti jouer au théâtre à Broadway il y a un an. Le patron de la chaîne est formel : il faut que Darin revienne, sinon il faudra annuler la série. Maggie se décompose. Darin et elle ont eu une histoire d’amour de trois ans avant son départ et ils ne se sont pas quittés en bons termes. Alice lui demande cependant de prendre sur elle et d’aller convaincre Darin. Maggie réussit à le faire revenir pour quatre semaines…"
Heaven Above,,Fantastique,128,Srdjan Dragojevic,,"Goran Navojec,Ksenija Marinković,Bojan Navojec",Nebesa,"Serbie,Allemagne,Macédoine,Slovénie,Croatie,Monténégro,Bosnie-Herzégovine",Serbo-Croate,Long-métrage,2021,-,,,,,"Trois histoires sur l'impact de trois MIRACLES qui arrivent aux héros du film vivant dans une société post-communiste qui, après un demi-siècle d'athéisme, réapprend le christianisme."
Tomorrow Before After,,,,Alfonso Quijada,,Natalia Reyes,,"U.S.A.,Canada,Colombie","Anglais, Espagnol",Long-métrage,2021,-,,,,,"Une femme sans nom lutte pour survivre seule dans un monde post-apocalyptique, à la recherche d'autres personnes, avec seulement un chien errant à ses côtés."
The Rose,,,,,,Cynthia Erivo,,,Anglais,Long-métrage,2021,-,,,,,Remake du film Rose avec Bette Midler (1979) où elle interprétait une rock star autodestructrice qui luttait pour faire face aux pressions constantes pour sa carrière et aux exigences de son entourage.
Super Natural,,,85,Jorge Jácome,,,,,Portugais,Long-métrage,2021,-,,,,,"Un groupe d'artistes - certains avec, d'autres sans handicap - explore l'île de Madère."
G Storm,,,83,David Lam, Kinovista ,"Kevin Cheng,Julian Cheung,Kai-Chung Cheung",G fung bou,,Cantonais,Long-métrage,2021,-,,,,,"L'enquêteur, William Luk et son collègue Kenny Ching empêchent une attaque terroriste lors d'un symposium organisé par la Commission indépendante contre la corruption de Hong Kong. Ils découvrent ensuite qu'elle a des liens avec le trafic d'êtres humains en Thaïlande."
A Place Called Dignity,,,95,Matías Rojas Valencia,,"Salvador Insunza,Hanns Zischler,Amalia Kassai",Un lugar llamado Dignidad,"Chili,France,Argentine,Allemagne,Colombie",Espagnol,Long-métrage,2021,-,,,,,"Pablo, un garçon de 12 ans, reçoit une bourse pour aller à l'école dans la mystérieuse et isolée Colonia Dignidad, établie au Chili par des colons allemands. Il devient rapidement le chouchou du chef de la colonie, l'oncle Paul. Au fil du temps, Pablo est témoin des choses les plus étranges qui s'y passent : abus, disparitions et créatures démoniaques utilisées pour effrayer les enfants. Mais dans ce monde, une révolution se prépare, et c'est peut-être le seul moyen pour Pablo de s'en sortir."
Gordon Hemingway & The Realm of Cthulhu,,,,Stefon Bristol,,,,,Anglais,Long-métrage,2021,-,,,,,"Afrique de l'Est en 1928, Gordon Hemingway, un tireur afro-américain espiègle, fait équipe avec la princesse Zenebe d'Ethiopie, une guerrière d'élite, pour sauver leur régent kidnappé..."
Yanagawa,,,113,Zhang Lu,,"Ni Ni,Sosuke Ikematsu,Luyi Zhang",,,"Chinois, Japonais, Anglais",Long-métrage,2021,-,,,,,"Deux frères de Pékin se rendent à Yanagawa, au Japon. Ils tentent de retrouver la fille qu'ils ont tous deux aimée dans leur jeunesse."
Untitled Enya Baroux Movie,,,,Enya Baroux,,Kad Merad,,,Français,Long-métrage,2021,-,,,,,"Une comédie sur la fin de vie inspirée par l'histoire de la famille de la réalisatrice, Enya Baroux."
Revenge of the Nerds,,,,Kenny Lucas,,"Kenny Lucas,Keith Lucas (II)",,,Anglais,Long-métrage,2021,-,,,,,Le quotidien pas facile de deux geeks au sein de leur campus universitaire.
El perro que no calla,,Fantastique,73,Ana Katz,,"Daniel Katz (III),Julieta Zylberberg,Carlos Portaluppi",,,Espagnol,Long-métrage,2021,-,,,,,"Sebastian, un homme d'une trentaine d'années, profite de chaque instant pour jouir de l'amour. Il se transforme, par le biais de brèves rencontres. Parallèlement, une apocalypse semble imminente..."
La novia de América,,,,Alfonso Albacete,,"Miren Ibarguren,Eduardo Casanova,Pol Monen",,"Espagne,Mexique",Espagnol,Long-métrage,2021,-,,,,,"Ana, une jeune femme espagnole qui vient de se faire larguer par son petit ami, et Tono, son frère, reçoivent une nouvelle surprenante : leur père, Pepe, va se marier avec une femme qu'il a rencontrée sur Internet. Ils décident tous les deux de s'envoler pour le Mexique afin d'assister au mariage. Sur place, ils découvrent que Rous, la mariée, est plus jeune qu'eux. Bientôt Ana, va rencontrer Horacio, l'irrésistible frère de la mariée..."
The Private Eye,,,,Jack Cook,,"Matt Rife,Clare Grant (II),Eric Roberts",,,Anglais,Long-métrage,2021,-,,,,,"Un détective privé de Los Angeles, Mort Madison, se voit confier son affaire la plus inhabituelle par une femme séduisante..."
No Looking Back,,,93,Kirill Sokolov,,"Igor Grabuzov,Vitaliy Khaev,Viktoriya Korotkova",Otorvi i vybros,,Russe,Long-métrage,2021,-,,,,,"Au centre de l'histoire, trois femmes de différentes générations d'une même famille se battent entre elles. Après quatre ans de prison, Olya décide de prendre un nouveau départ. Avant tout, elle veut récupérer sa fille de dix ans. Cependant, la grand-mère autoritaire ne va pas laisser pas partir sa petite-fille sans se battre."
A Problem Of Providence,,,,Kevin Bacon,,,,,Anglais,Long-métrage,2021,-,,,,,Un groupe éclectique d'habitants d'une petite ville de l'Alaska tentent de dissimuler un meurtre commis à titre onéreux...
The Get,,,,Taffy Brodesser-Akner,,,,,Anglais,Long-métrage,2021,-,,,,,
Friday the 3rd,,,,Rareş Abraham,,"Rareş Abraham,Maria Obretin,Alin Panc",,,Roumain,Long-métrage,2021,57 000€,,,,,"Le long métrage se compose de trois histoires interconnectées : la première met en scène un homme confronté à un choix difficile, la deuxième est centrée sur deux époux qui tentent de sauver leur mariage, tandis que la dernière se concentre sur deux anciens collègues d'université qui partagent un secret."
"Travel Well, Kamikaze",,,,Damiano D'Innocenzo,,Jean-Marc Barr,,,Anglais,Long-métrage,2021,-,,,,,Un jeune homme arrive à Los Angeles avec l'intention de commettre un attentat terroriste.
What She Likes...,,,122,Shôgo Kusano,,"Akana Ikeda,Tsubasa Imai,Hayato Isomura",She Likes That,,Japonais,Long-métrage,2021,-,,,,,"Il est homo et il l'assume. Dans une librairie, il croise une camarade de classe et remarque qu'elle choisit des romans graphiques homoérotiques masculins. Ils se rapprochent. Elle lui avoue son amour. Ils commencent à sortir ensemble, mais il est gay."
Under The Stadium Lights,,Comédie,114,Todd Randall,,"Milo Gibson,Laurence Fishburne,Abigail Hawk",,,Anglais,Long-métrage,2021,-,,,,,"En 2009, les Abilene High Eagles remportent le championnat de football américain. Ce film raconte cet événement."
The Scary Of Sixty-First,,,81,Dasha Nekrasova,,"Betsey Brown,Dasha Nekrasova,Mark Rappaport",,,Anglais,Long-métrage,2021,-,,,,,Deux colocataires découvrent et revivent les secrets obscurs de leur nouvel appartement de l'Upper East Side.
Coppelia,,,82,Steven de Beul,,"Michaela Deprince,Daniel Camargo,Darcey Bussell",,"Allemagne,Belgique,Pays-Bas",Anglais,Long-métrage,2021,-,,,14 Photos,,"Lorsque tous les habitants de la ville tombent sous le charme du charismatique chirurgien esthétique Coppelius, la fougueuse Swan doit agir pour sauver son amoureux Franz, avant que son cœur ne soit utilisé pour donner vie à Coppelia, la femme-robot ""parfaite"" que le Docteur a créée."
The Great Chinese Art Heist,,,,Jon M. Chu,,,,,Anglais,Long-métrage,2021,-,,,,,
Necista krv-greh predaka,,,,Milutin Petrovic,,"Dragan Micanovic,Dragan Bjelogrlic,Fedja Stukan",,,Serbo-Croate,Long-métrage,2021,-,,,,,"L'histoire de Hadzi Trifun, un éminent marchand serbe, qui tente de maintenir la paix avec les autorités turques, mais aussi de préserver sa réputation et son influence à Vranje, une importante ville turque située près de la frontière avec la Serbie libérée. Alors que Trifun prépare ses deux fils à lui succéder en tant que dirigeants du peuple serbe, il prend des décisions difficiles qui affecteront plus tard ses descendants."
Grey Elephant,,,,Eoin Macken,,"Eoin Macken,Erin Richards,Jill Flint",,,Anglais,Long-métrage,2021,-,,,,,"Après des mois de confinement en raison de la pandémie du coronavirus, le couple marié, Lucy et James, organisent un dîner avec le meilleur ami de James, Will, et sa nouvelle compagne, Alexa. La soirée met en évidence les peurs, les frustrations, les désirs et les insécurités refoulés des deux couples."
Los Frikis,,,,Tyler Nilson,,Adria Arjona,,,Espagnol,Long-métrage,2021,-,,,,,"Dans le Cuba de Fidel Castro, début des années 1990. Deux frères punks appartenant au mouvement des "" Los Frikis "" se font volontairement inoculer le virus du sida en s'injectant dans les veines du sang contaminé. Les séropositifs étaient ensuite envoyés en quarantaine dans des sanatoriums et n'étaient plus persécutés par la police."
Untitled Whoopi Goldberg Superhero movie,,,,Whoopi Goldberg,,,,,Anglais,Long-métrage,2021,-,,,,,"Une femme noire d'un certain âge acquiert de nouveaux super-pouvoirs, avec lesquels elle doit apprendre à vivre..."
The Bet,,,,Svetoslav Ovcharov,,"Zachary Baharov,Assen Blatechki,Ofelia Popii",,"Bulgarie,Roumanie",Bulgare,Long-métrage,2021,-,,,,,"Sofia (Bulgarie) dans les années 1890. La lutte pour le pouvoir entre le premier ministre bulgare et un major, qui conspire avec les forces russes contre ce dernier. Bientôt, il engage une roumaine avec laquelle le premier ministre et lui-même ont vécu à Bucarest par le passé. Le conflit entre les deux hommes va s'aggraver et devenir une question de vie ou de mort."
