titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Sans Peur,09/11/2022,Drame,106,Emmanuel Saez,,"Adrien Stoclet,Vincent Andres,Laurent Cerulli",,,"Français, Serbe, Turc, Albanian",Long-métrage,2022,-,"1,9",,69 Critiques Spectateurs,,"Elon, qui souffre de troubles bipolaires, veut absolument plaire à son père, le chef d'une mafia du sud de la France, et participe ""malgré lui"" à des crimes. Cependant, chaque action a des conséquences et un lourd prix à payer."
Tengo sueños eléctricos,08/03/2023,,103,Valentina Maurel, Geko Films ,"Daniela Marin Navarro,Reinaldo Amien Gutierrez,José Pablo Segreda Johanning",,"Belgique,France,Costa Rica","Espagnol, Anglais",Long-métrage,2022,-,"3,3","3,5",11 articles de presse,,"Alors que ses parents viennent de se séparer, Eva prend ses distances avec sa mère et souhaite habiter chez son père, alors que celui-ci se comporte comme un grand adolescent qui se laisse déborder par la violence qui le traverse."
Constance aux enfers,01/02/2023,,90,Gaël Morel, France 2 ," Miou-Miou,Salim Kechiouche,Aurore Clément",,,Français,Télefilm,2022,-,"2,3",,12 Critiques Spectateurs,,"A part Amine et Kimmy, le jeune couple de voisins qu’elle croise régulièrement, les visiteurs sont rares dans la boutique d’antiquités de Constance Brunel. La solitude est aussi celle de sa vie. Une nuit, Amine, paniqué, cherche secours chez elle : Kimmy est mal tombée en glissant et elle s’est tuée. Pensant que la police ne va pas croire cette version à cause de son passé judiciaire, Amine emprunte la voiture de Constance pour emmener le cadavre et le faire disparaitre. Dans les jours qui suivent, ce secret partagé rapproche Constance et Amine. Mais un matin, une lettre anonyme accompagnée de photos demande une rançon : quelqu’un de l’immeuble a tout vu, le chantage commence..."
Un alibi,02/11/2022,,90,Orso Miret, France 2 ,"Pascal Demolon,Annelise Hesme,Yannick Choirat",,,Français,Télefilm,2022,-,"3,1",,7 Critiques Spectateurs,,"Une bande d'amis de longue date se retrouve chez Max et Lucie pour fêter les 45 ans de celle-ci. En arrivant, les trois invités découvrent Max agenouillé devant le corps de sa femme, assassinée. Celui-ci est certain que la police va l'inculper. Tout l'accuse. Ses amis, persuadés de son innocence décident de lui fournir un alibi. Mais la police enquête et l’étau se resserre autour de Max... Comment ses amis vont-ils faire pour vivre avec ce mensonge ? Protègent-ils un coupable ? Jusqu'où seriez-vous prêts à aller par amitié ?"
La Nuit au Musée : le retour de Kahmunrah,,"Comédie,Famille,Aventure",77,Matt Danner,,"Joshua Bassett,Thomas Lennon,Joseph Kamal",Night at the Museum: Kahmunrah Rises Again,,Anglais,Long-métrage,2022,-,"2,3",,,,"Nick Daley travaille l’été comme gardien de nuit au Museum d'histoire naturelle de New York. Pour ce lycéen qui suit les traces de son père Larry (l’ancien gardien du musée incarné dans les films par Ben Stiller), ce poste représente un vrai défi car il est déterminé à ne pas le décevoir. Heureusement pour lui, il connaît bien la tablette qui donne vie aux mannequins exposés. Dès la tombée de la nuit, il peut ainsi retrouver ses vieux amis Jedediah, Octavius et Sacagawea. Mais lorsque le dangereux souverain égyptien Kahmunrah s'échappe du système dans le but de délivrer son armée de morts du monde souterrain, Nick doit tout mettre en œuvre pour contrer ses plans diaboliques et ainsi sauver le musée une fois pour toutes..."
Colère divine,,,97,Sebastián Schindel,,"Macarena Achaga,Juan Minujin,Diego Peretti",La ira de Dios,,Espagnol,Long-métrage,2022,-,"2,3",,22 Critiques Spectateurs,,"Sûre que la mort de ses proches a été orchestrée par le romancier connu pour qui elle avait travaillé, Luciana demande à un journaliste de l'aider à élucider ce mystère."
Le Survivant,,"Action,Drame",130,Barry Levinson,"
1 nomination
","Ben Foster,Billy Magnussen,Vicky Krieps",The Survivor,"U.S.A.,Canada,Hongrie",Anglais,Long-métrage,2022,-,"3,2",,13 Critiques Spectateurs,,D'après l'ouvrage d'Alan Scott Haft :
Black Site,,Thriller,92,Sophia Banks,,"Jason Clarke,Jai Courtney,Michelle Monaghan",,,Anglais,Long-métrage,2022,-,"1,8",,10 Critiques Spectateurs,,"Un groupe d'agents de la CIA sont stationnés sur un site top-secret qui abrite l'un des criminels les plus dangereux de la planète, Hatchet. Bientôt, ce dernier s'échappe de sa détention. Les policiers vont participer, malgré eux, à un jeu mortel du chat et de la souris avec Hatchet."
Tout fout le camp,14/09/2022,,95,Sébastien Betbeder, Rezo Films ,"Thomas Scimeca, Usé,Jonathan Capdevielle",,,Français,Long-métrage,2022,"1,2 M€","2,9","2,5",11 articles de presse,,"Dans une ville du Nord de la France, Thomas, pigiste au journal local, doit faire le portrait d'Usé, musicien atypique et ancien candidat à l'élection municipale. Tandis que les deux hommes apprennent à se connaître, ils découvrent, le corps inanimé de Jojo. Mais ce dernier ressuscite..."
Spin Me Round,,,104,Jeff Baena,,"Alison Brie,Aubrey Plaza,Alessandro Nivola",,"Italie,U.S.A.",Anglais,Long-métrage,2022,-,"1,9",,,,"Envoyée dans un programme d'immersion en Italie aux frais de son entreprise, une escapade romantique se transforme en chaos pour une jeune femme."
Les 4 Cavaliers de l'Apocalypse,,"Action,Fantastique",85,Geoff Meed,,"Dominique Swain,Arie Thompson,Eric St. John",4 Horsemen: Apocalypse,,Anglais,Long-métrage,2022,-,"2,3",,1 Critique Spectateur,,Une petite équipe de scientifiques doit courir contre la montre pour arrêter ce qui semble être une cascade de catastrophes mondiales signalant la possible apocalypse et la fin des jours.
Champion,05/09/2022,,90,Mona Achache, TF1 ,"Kendji Girac,Lubna Azabal,François Creton",,,Français,Télefilm,2022,-,"3,4","3,3",5 articles de presse,,"A 24 ans, Zack a toutes les apparences d’un jeune homme bien dans sa peau. Son secret est bien gardé. Menuisier de talent, il construit des cabanes perchées dans les arbres avec son père. Mais sa passion, c’est la boxe, qu’il enseigne bénévolement. Zack envisage de s’installer avec Marjorie quand son père fait une mauvaise chute et tombe dans le coma. Il doit faire face, seul, à la tête de la petite entreprise familiale. Les lacunes qu’il pensait avoir surmontées refont surface, et alors qu’une nouvelle venue, Inès, entre dans sa vie, son secret risque à tout moment d’être révélé : Zack est illettré."
Contrecoups,,"Drame,Policier",92,Charlie McDowell,,"Jason Segel,Lily Collins,Jesse Plemons",Windfall,,Anglais,Long-métrage,2022,-,"2,0",,30 Critiques Spectateurs,,"Un homme s'introduit dans la résidence secondaire d'un milliardaire en son absence, mais la situation dégénère lorsque le magnat et son épouse débarquent à l'improviste."
Ah Belinda,,Fantastique,97,Deniz Yorulmazer,,"Neslihan Atagül,Serkan Çayoğlu,Necip Memili",Aaahh Belinda,,Turc,Long-métrage,2022,-,"2,7",,3 Critiques Spectateurs,,La vie parfaite d'une jeune actrice prend un nouveau tournant quand elle accepte de jouer dans une publicité et se retrouve transportée dans l'univers de son personnage.
Tous Inconnus,14/11/2022,,113,Nicolas Hourès, TF1 ,"Didier Bourdon,Bernard Campan,Pascal Légitimus",,,Français,Télefilm,2022,-,"1,2",,12 Critiques Spectateurs,,"Et si les Inconnus se réveillaient un matin en étant vraiment inconnus ? Trio de choc dans les années 90, Didier Bourdon, Bernard Campan et Pascal Légitimus ont marqué les esprits des Français avec leur humour sans tabou. De la scène à l’écran, le succès du trio et leurs célèbres répliques continuent de marquer les esprits. Enfin c’est ce qu'ils pensaient... Un beau matin, les trois compères ont la désagréable surprise de découvrir que personne ne les reconnait, comme si les Inconnus n'avaient jamais existés."
The Lair,,"Action,Science fiction,Thriller",97,Neil Marshall,,"Charlotte Kirk,Jonathan Howard (I),Jamie Bamber",,,Anglais,Long-métrage,2022,-,"1,6",,23 Critiques Spectateurs,,L’avion du lieutenant Kate Sinclair est abattu en plein territoire ennemi. Sa seule chance de repli ? Un bunker soviétique infesté de créatures indicibles.
Raymond & Ray,,,100,Rodrigo García,,"Ewan McGregor,Ethan Hawke,Maribel Verdú",,,Anglais,Long-métrage,2022,-,"2,3","2,7",4 articles de presse,,"Raymond et Ray sont deux demi-frères qui ont toujours vécu dans l’ombre d’un mauvais père. Pourtant, ils ont gardé leur sens de l’humour et les funérailles de leur père sont l’occasion pour eux de se réinventer, entre colère, douleur, folie et amour."
L'Homme le plus heureux du monde,22/02/2023,Romance,95,Teona Strugar Mitevska, Pyramide Distribution ,"Jelena Kordić Kuret,Adnan Omerovic,Labina Mitevska",Najsrekjniot Chovek Na Svetot,"Macédoine,Belgique,Slovénie,Danemark,Croatie,Bosnie-Herzégovine","Bosniaque, Serbo-Croate",Long-métrage,2022,-,"3,1","2,9",8 articles de presse,2 nominations,"Sarajevo, de nos jours. Asja, 40 ans, célibataire, s’est inscrite à une journée de speed dating pour faire de nouvelles rencontres. On lui présente Zoran, un banquier de son âge. Mais Zoran ne cherche pas l’amour, il cherche le pardon."
Chili 1976,22/03/2023,,95,Manuela Martelli, Dulac Distribution ,"Aline Küppenheim,Nicolás Sepúlveda,Hugo Medina",1976,,Espagnol,Long-métrage,2022,-,"3,6","3,7",11 articles de presse,4 nominations,"Chili, 1976. Trois ans après le coup d’état de Pinochet, Carmen part superviser la rénovation de la maison familiale en bord de mer. Son mari, ses enfants et petits-enfants vont et viennent pendant les vacances d’hiver. Lorsque le prêtre lui demande de s’occuper d’un jeune qu’il héberge en secret, Carmen se retrouve en terre inconnue, loin de la vie bourgeoise et tranquille à laquelle elle est habituée."
Le Barrage,01/03/2023,,81,Ali Cherri, Dulac Distribution ,"Maher El Khair,Mudathir Musa,Santino Aguer Ding",Al-Sadd,"France,Soudan,Liban,Allemagne,Serbie,Qatar",Arabe,Long-métrage,2022,-,"3,3","2,6",9 articles de presse,4 nominations,"Soudan, près du barrage de Merowe. Maher travaille dans une briqueterie traditionnelle alimentée par les eaux du Nil. Chaque soir, il s’aventure en secret dans le désert, pour bâtir une mystérieuse construction faite de boue. Alors que les soudanais se soulèvent pour réclamer leur liberté, sa création semble prendre vie..."
Hopper et le hamster des ténèbres,16/02/2022,"Aventure,Comédie,Famille",91,Ben Stassen, Sony Pictures Releasing France ,"Thomas Solivérès,Chloé Jouannet,Nicolas Maury",Chickenhare and the Hamster of Darkness,"Belgique,France",Français,Long-métrage,2022,-,"3,3","3,7",47 Critiques Spectateurs,,"Bienvenue au Royaume de Plumebarbe ! Le jeune Hopper Chickenson est le fils adoptif du Roi Arthur, un célèbre lapin aventurier. Mi poulet / mi lapin, notre jeune héros est lui-même obsédé par l'aventure, mais sa maladresse lui joue souvent des tours."
The Privilege,,Thriller,107,Felix Fuchssteiner,,"Max Schimmelpfennig,Lea van Acken,Tijan Marei",Das Privileg - Die Auserwählten,,Allemand,Long-métrage,2022,-,"1,7",,33 Critiques Spectateurs,,"Dans une école privée d'élite, un riche ado et ses amies découvrent un sinistre complot en essayant de faire la lumière sur une série d'événements surnaturels."
La Princesse,,Aventure,105,Le-Van Kiet,,"Joey King,Dominic Cooper,Olga Kurylenko",The Princess,,Anglais,Long-métrage,2022,-,"2,2",,53 Critiques Spectateurs,,"Lorsqu’une jolie princesse au caractère bien trempé refuse d’épouser le cruel sociopathe auquel elle est fiancée, son père, fou de rage, la fait enlever et enfermer dans une tour isolée du château. Face à un prétendant vindicatif et méprisé qui n’a de cesse de chercher à usurper le trône paternel, elle va devoir trouver des solutions radicales pour non seulement protéger sa famille et elle-même, mais aussi sauver tout le royaume..."
Hot Seat,,Action,99,James Cullen Bressack,,"Mel Gibson,Shannen Doherty,Kevin Dillon",,,Anglais,Long-métrage,2022,-,"1,8",,4 Critiques Spectateurs,,"Une course contre la montre est lancée pour sauver Orlando, un otage piégé avec une bombe attachée sous son siège dans un immeuble de 60 étages."
Chien perdu,,"Aventure,Drame,Biopic",95,Stephen Herek,,"Rob Lowe,Kimberly Williams-Paisley,John Berchtold",Dog Gone,,Anglais,Long-métrage,2022,-,"2,8",,14 Critiques Spectateurs,,"Quand son chien disparaît dans les Appalaches, un jeune homme et son père se lancent dans une incroyable mission pour le retrouver et lui administrer un médicament vital."
Neige,06/03/2023,Thriller,90,Laurent Tuel, France 2 ,"Frédéric Diefenthal,Murielle Huet des Aunay,Marie Bouvet",,,Français,Télefilm,2022,"2,62 M€","1,7",,31 Critiques Spectateurs,,"Dans les Alpes, au cœur de l’hiver. Plusieurs notables de la région sont retrouvés assassinés chez eux - une mort particulièrement violente. Le capitaine de police Thomas Delhaye est chargé du dossier. Afin de faire avancer l’enquête, il décide - pour quelques jours - de faire sortir de prison Juliette Hémon, jeune femme incarcérée des années plus tôt pour une affaire étrangement similaire. Un duo étrange va se former pour mener l’enquête. Une enquête, bien plus complexe que prévu..."
Firestarter,01/06/2022,"Fantastique,Epouvante-horreur",94,Keith Thomas (II), Universal Pictures International France ,"Zac Efron,Ryan Kiera Armstrong,Sydney Lemmon",,,Anglais,Long-métrage,2022,-,"1,8","1,8",12 articles de presse,,"Depuis plus de dix ans, Andy et Vicky sont constamment entre deux déménagements pour échapper à une agence fédérale obscure qui cherche à capturer leur fille Charlie. En effet, celle-ci dispose d’une faculté extraordinaire de pyrokinésie dont l’agence aimerait se servir pour créer une arme de destruction massive… Andy a appris à sa fille à maîtriser sa colère ou sa douleur qui déclenchent son pouvoir. Mais Charlie a désormais 11 ans et elle a de plus en plus de mal à maîtriser ses émotions – et donc le déclenchement du feu. Lorsque l’agence découvre le lieu où elle et ses parents séjournent, un mystérieux agent est envoyé en mission pour traquer la famille et s’emparer de Charlie. Mais la jeune fille ne compte pas se laisser faire…"
"Spirited, l'esprit de Noël",,"Famille,Comédie",127,Sean Anders,,"Will Ferrell,Ryan Reynolds,Octavia Spencer",Spirited,,Anglais,Long-métrage,2022,-,"2,9",,17 Critiques Spectateurs,,"À chaque réveillon de Noël, le fantôme du Noël présent choisit une âme sombre, que la visite de trois esprits viendra sauver. Mais cette fois, il ne tombe pas sur le bon Scrooge. Clint Briggs renverse les rôles et c'est le fantôme du Noël présent qui se retrouve face à son passé, son présent et son futur. Dans cette hilarante variante musicale de l'oeuvre de Dickens, les Contes de Noël sont pour la première fois racontés du point de vue des fantômes."
Jeepers Creepers Reborn,,,88,Timo Vuorensola,,"Sydney Craven,Imran Adams,Jarreau Benjamin",,,Anglais,Long-métrage,2022,-,"1,1",,41 Critiques Spectateurs,,"Chase et Laine se rendent au festival de films ""Horror Hound"" où Laine commence à avoir des prémonitions et des visions inquiétantes liées à ""The Creeper"" et au passé de la ville..."
Vengeance,,,109,B.J. Novak,,"B.J. Novak,Boyd Holbrook,Analeigh Tipton",,,Anglais,Long-métrage,2022,-,"2,8",,11 Critiques Spectateurs,,"Un journaliste et podcasteur, Ben Manalowitz, voyage de New York à l'ouest du Texas pour enquêter sur la mort d'une fille qu'il fréquentait."
Girl at the Window,,Thriller,120,Mark Hartley,,"James Mackay,Jackson Gallagher,Simone Buchanan",,,Anglais,Long-métrage,2022,-,"1,7",,2 Critiques Spectateurs,,"Amy, une adolescente très perturbée par le décès de son père, vient de déménager avec sa mère afi n d’entamer une nouvelle vie. La jeune fi lle observe des activités suspectes dans la maison voisine et pense avoir entendu des cris. Elle fi nit par soupçonner leur voisin d’être le tueur en série qui terrorise les environs."
The Takeover,,,87,Annemarie van de Mond,,"Geza Weisz,Frank Lammers,Susan Radder",,,Néerlandais,Long-métrage,2022,-,"2,2",,23 Critiques Spectateurs,,"Accusée de meurtre après avoir dévoilé un scandale, une hackeuse éthique doit échapper à la police tout en essayant de retrouver les criminels qui la font chanter."
Alitée,,,91,Lori Evans Taylor,,"Melissa Barrera,Guy Burnet,Edie Inksetter",Bed Rest,"U.S.A.,Canada",Anglais,Long-métrage,2022,-,"1,8",,10 Critiques Spectateurs,,"Une femme enceinte vit des complications et doit garder le lit. D'étranges événements surviennent chez elle, et elle se demande si sa maison n'est pas hantée."
20th Century Girl,,Romance,119,Woo-ri Bang,,"Yoo-jeong Kim,Hyo-ju Han,Woo-Seok Byeon",,,Coréen,Long-métrage,2022,-,"3,9",,14 Critiques Spectateurs,,"En 1999, Bo-ra, 17 ans, s'attelle à la tâche la plus importante de son adolescence, car l'amitié est plus forte que tout, plus forte même que l'amour. Quand Yeon-doo se rend à l'étranger pour être opérée du cœur, Bo-ra promet de surveiller le premier amour de son amie et de lui raconter tous ses faits et gestes."
Pas trop tôt,,,109,Alessandro Aronadio,,"Edoardo Leo,Barbara Ronchi,Francesca Cavallin",Era Ora,,Italien,Long-métrage,2022,-,"3,0",,9 Critiques Spectateurs,,"Dans cette comédie dramatique où le temps joue des tours, un bourreau de travail aimerait ralentir, mais chaque jour sa vie fait un bond d'une année."
Les Mystères de la duchesse,17/09/2022,Policier,90,Emmanuelle Dubergey, France 3 ,"Lorie Pester,Jérémy Banster,Ludmila Mikaël",,,Français,Télefilm,2022,-,"3,0","3,4",5 articles de presse,,"Cyril Le Goff fait son taï-chi dans le parc du Manoir quand il est brutalement assassiné. Ce médecin formé aux techniques chamaniques au Tibet avait choqué toute la région en épousant un an plus tôt la duchesse Louise de Crémier... de trente ans son aînée. L’enquête est confiée à Maud Artuis, une capitaine de gendarmerie enceinte de plus de huit mois et qui a perdu son mari peu après avoir appris sa grossesse. Elle reçoit l’aide inattendue de Lucien Labeguerri, un détective privé missionné par Estelle, la fille de la duchesse, qui était persuadée que sa mère était victime d'un abus de faiblesse. Qui a tué Cyril ? La fille de Louise ? Les chasseurs que Cyril avait empêchés de chasser sur le domaine du manoir ? L’ex-petite amie de Cyril ? L’intendant du manoir ? Maud et Lucien ne sont pas au bout de leurs surprises. Les rebondissements de l'enquête vont les amener à se confier sur leurs douloureux parcours de vie… lorsqu’un nouvel assassinat survient."
The Communion Girl,,,99,Victor Garcia (VI),"
1 nomination
","Carla Campra,Marc Soler,Olimpia Roch",La niña de la comunión,,Espagnol,Long-métrage,2022,-,"2,1",,6 Critiques Spectateurs,,"Espagne, fin des années 80. Sara tente de s’intégrer parmi les adolescents d’une petite ville de la province de Tarragone. Si seulement elle était aussi extravertie que sa meilleure amie Rebe. Un soir, alors qu’elles rentrent de boîte de nuit, elles croisent une petite fille en tenue de première communiante tenant une poupée dans ses bras…"
Treize à la douzaine,,Famille,108,Gail Lerner,,"Gabrielle Union,Zach Braff,Erika Christensen",Cheaper by the Dozen,,Anglais,Long-métrage,2022,-,"2,1",,6 Critiques Spectateurs,,"Chez les Baker, rien n’est simple : leur tribu recomposée comprend 14 membres dont 12 enfants ! Autant dire qu’au quotidien concilier vie de famille trépidante et gestion d’une petite entreprise n’est pas de tout repos..."
Tuer pour Survivre,,Drame,96,Derek Presley,,"Neal McDonough,Tommy Flanagan,Jason Scott Lee",Boon,,Anglais,Long-métrage,2022,-,"2,8",,13 Photos,,
Monster High,,"Fantastique,Musical,Aventure,Famille",80,Todd Holland,,"Miia Harris,Ceci Balagot,Nayah Damasen",,,Anglais,Télefilm,2022,-,"2,2",,6 Critiques Spectateurs,,Une adaptation en téléfilm musicale de la célèbre ligne de jouets Mattel qui évoque les années lycée de poupées monstrueuses et effroyablement mode à l'école de Monster High.
Traqués,,Epouvante-horreur,94,Tommy Boulding,,"Samantha Bond,Malachi Pullar-Latchman,James Lance",Hounded,,Anglais,Long-métrage,2022,-,"1,7",,12 Critiques Spectateurs,,"Un cambriolage tout à fait classique dans une maison de maître britannique prend une tournure macabre lorsqu'une bande de jeunes voleurs est attrapée par les propriétaires, puis chassée à travers le domaine. Ces derniers sont rendus à l'état de gibier pour le simple divertissement des châtelains..."
Gold,02/12/2022,"Drame,Thriller,Bollywood",150,Alphonse Puthren, Friday Entertainment ,"Prithviraj Sukumaran,Nayanthara Kurian,Ajmal Ameer",,,Autre,Long-métrage,2022,-,,,,,Par le réalisateur de Neram & Premam.
Book of Love,,Romance,106,Analeine Cal y Mayor,,"Sam Claflin,Verónica Echegui,Antonia Clarke",,"Grande-Bretagne,Mexique",Anglais,Long-métrage,2022,-,"2,5",,7 Critiques Spectateurs,,"Henry est un écrivain anglais coincé dont le roman est un échec total. Etrangement, le livre est un succès au Mexique. Lorsqu'il est invité dans ce pays pour en faire la promotion, il découvre rapidement pourquoi : la traductrice espagnole, Maria, a réécrit son livre chaste et ennuyeux en un roman érotique. Les deux opposés vont devoir se lancer dans une tournée promotionnelle ensemble..."
"Bardo, fausse chronique de quelques vérités",,"Drame,Comédie",160,Alejandro González Iñárritu,"
5 nominations
","Daniel Giménez Cacho,Griselda Siciliani,Ximena Lamadrid","Bardo, falsa crónica de unas cuantas verdades",,Espagnol,Long-métrage,2022,-,"2,7","3,5",17 articles de presse,5 nominations,"Silverio, journaliste et documentariste mexicain réputé vivant à Los Angeles, doit recevoir un prix international prestigieux, celui-ci rentre dans son pays natal, sans savoir que ce simple voyage va le confronter à une terrible crise existentielle. Ses souvenirs et ses angoisses ressurgissent à cette occasion jusqu’à l’obséder et à le plonger dans un état de confusion et d’émerveillement. Avec émotion et humour, Silverio affronte des questions à la fois universelles et intimes sur l’identité, la réussite, la mortalité, l’histoire du Mexique et les liens profonds qui le rattachent à sa femme et à ses enfants. En d’autres termes, à la raison même d’être de l’espèce humaine en ces temps si particuliers..."
Rien n'est impossible,,Comédie,96,Billy Porter,,"Eva Reign,Abubakr Ali,Courtnee Carter",Anything's Possible,,Anglais,Long-métrage,2022,-,"2,2",,4 Critiques Spectateurs,,"Kelsa, une lycéenne transgenre sûre d'elle, découvre que son camarade de lycée, Khal, a le béguin pour elle. Il trouve le courage de l'inviter au bal de fin d'année..."
Comedy Queen,02/11/2022,Drame,93,Sanna Lenken, Les Films du Préau ,"Sigrid Johnson,Oscar Töringe,Anna Bjelkerud",,,Suédois,Long-métrage,2022,-,"3,0","3,6",6 articles de presse,,"Dans la vie, il y a deux catégories de personnes : celles qui sont naturellement drôles et celles qui peuvent apprendre à le devenir... Sasha, 13 ans, appartient à la deuxième catégorie. Pour ne surtout pas ressembler à sa mère qui était toujours triste, elle décide de devenir une reine du stand-up et de faire à nouveau rire son père !"
Le Mystère Daval,12/09/2022,Drame,90,Christophe Lamotte, TF1 ,"Michèle Bernier,Jérôme Anger,Thierry Neuvic",,,Français,Télefilm,2022,-,"2,4",,15 Critiques Spectateurs,,"Samedi 28 octobre 2017, 12h10. Deux hommes débarquent, affolés, à la gendarmerie de Gray. Jonathann Daval, accompagné de son beau-frère, vient signaler la disparition de son épouse, Alexia. Celle-ci est partie faire un jogging le matin et n'est pas revenue. Que lui est-il arrivé?... Pendant 3 mois, les gendarmes vont mener une enquête implacable, exemplaire, le plus discrètement possible, pour amasser des preuves, puis faire avouer celui dont ils ont la conviction qu'il ne dit pas tout : Jonathann."
L’histoire d'Annette Zelman,25/01/2023,Historique,93,Philippe Le Guay, France 2 ,"Julie Gayet,Laurent Lucas,Ilona Bachelier",,,Français,Long-métrage,2022,-,"3,7",,6 Critiques Spectateurs,,"Paris en 1942. Annette a 20 ans, Jean est à peine plus âgé, ils s’aiment et l’avenir leur sourit. Mais la déportation des juifs de France va bouleverser leur destin. Contrariés à l’idée que leur fils unique épouse une juive, les parents de Jean Jausion décident d'écarter la jeune Annette Zelman… et la dénoncent à la Gestapo. La machine est lancée, c’est trop tard. Annette est déportée à Auschwitz le 22 juin 1942..."
Sharp Stick,,Drame,86,Lena Dunham,,"Kristine Frøseth,Jon Bernthal,Luka Sabbat",,,Anglais,Long-métrage,2022,-,"2,2",,1 Critique Spectateur,,"Sarah Jo, une jeune femme naïve de 26 ans, vit en marge d'Hollywood avec sa mère Marilyn et sa sœur Treina. Elle entame une liaison avec son employeur plus âgé, Josh, qui va faire son éducation sexuelle."
Mauvaise connexion !,,,,Debra Neil-Fisher,,"Matt Walsh,Eva Longoria,Lea Thompson",Unplugging,,Anglais,Long-métrage,2022,-,"2,7",,1 Critique Spectateur,,"Un couple usé par le temps, Dan et Jeanine Dewerson, décide de s'organiser un week-end en amoureux en même temps qu'une "" détox numérique "". Mais ce qui commence comme un séjour romantique et parfait va vite tourner à la catastrophe..."
Unhuman,,"Thriller,Comédie",87,Marcus Dunstan,,"Drew Scheid,Brianne Tju,Benjamin Wadsworth",,,Anglais,Long-métrage,2022,-,"1,7",,4 Critiques Spectateurs,,"Après que leur bus scolaire s'est écrasé au cours d'une sortie, un groupe de lycéens se rend compte qu'ils sont traqués par un mystérieux agresseur. Ils vont devoir s'allier afin de survivre..."
Tom Brady à tout prix,,,99,Kyle Marvin,,"Lily Tomlin,Jane Fonda,Rita Moreno",80 for Brady,,Anglais,Long-métrage,2022,-,"2,7",,4 Critiques Spectateurs,,D'après une histoire vraie. Quatre fans des Patriots de la Nouvelle-Angleterre entreprennent un voyage qui va changer leur vie jusqu'au Super Bowl (un match au cours duquel les Patriots ont battu les Falcons d'Atlanta 34-28 après une remontée miraculeuse).
Wild Is The Wind,,Policier,123,Fabian Medea,,"Mothusi Magano,Frank Rautenbach,Chris Chameleon",,,"Afrikaans, Anglais",Long-métrage,2022,-,"3,1",,1 Critique Spectateur,,"Lorsque la police découvre le corps d'une jeune Afrikaner, une petite ville ségrégationniste se retrouve en proie aux tensions raciales et à la corruption."
Absolument royal !,,Comédie,96,Rick Jacobson,,"Laura Marano,Mena Massoud,Chelsie Preston-Crayford",The Royal Treatment,,Anglais,Long-métrage,2022,-,"2,2",,8 Critiques Spectateurs,,La New-Yorkaise Izzy se félicite de coiffer des célébrités lors du mariage d'un beau prince. Mais ils craquent l'un pour l'autre ! Un choix s'impose : amour ou devoir ?
A Day to Die,,Thriller,105,Wes Miller,,"Kevin Dillon,Bruce Willis,Gianni Capaldi",,,Anglais,Long-métrage,2022,-,"1,3",,11 Critiques Spectateurs,,"Un agent de probation en disgrâce est redevable à un chef de gang local et est contraint de réaliser une série de dangereux casses en douze heures afin de payer les deux millions de dollars qu'il doit, de sauver sa femme enceinte kidnappée et de régler ses comptes avec le chef de la police corrompue de la ville, qui travaille avec le chef de gang et l'a trahi il y a des années."
The Quintessential Quintuplets,03/11/2022,"Comédie,Romance,Drame",136,Masato Jinbo, Crunchyroll ,"Kana Hanazawa,Itō Miku,Yoshitsugu Matsuoka",Gotôbun no Hanayome,,Japonais,Long-métrage,2022,-,"3,8",,,,"Elles sont quintuplées, elles détestent étudier et Fûtarô a pour mission de leur faire réussir le lycée. Grâce à leurs multiples efforts, les sœurs Nakano sont enfin prêtes à entamer la terminale. Après un voyage scolaire empli d’émotions, il est temps de préparer l’avenir au-delà du lycée, un avenir bien différent pour chacun et chacune… Parallèlement, Fûtarô prend petit à petit conscience de ce qu’il ressent pour chaque sœur. Pour qui son cœur bat-il ? L’une d’elles est sa future épouse, mais laquelle ? 5 sœurs, 500 % d’émotions pour une comédie romantique qui finit en beauté !"
UFO,,Romance,109,Onur Bilgetay,,"İpek Filiz Yazıcı,Mert Ramazan Demir,Ferit Aktuğ",,,Turc,Long-métrage,2022,-,"2,2",,,,"Quand Deniz, étudiante et musicienne en herbe, s'éprend d'un pilote de moto un peu rustre, une tragédie et la pression familiale mettent un frein à leur relation."
The Pirates : À nous le trésor royal !,,"Aventure,Historique,Comédie",126,Sung-il Chun,,"Ha-Neul Kang,Hyo-ju Han,Sang-woo Kwon",The Pirates: Goblin Flag,,Coréen,Long-métrage,2022,-,"2,5",,9 Critiques Spectateurs,,"Sous l'ère Joseon, un équipage de pirates et de bandits brave les eaux tumultueuses et tente de déchiffrer des indices pour retrouver l'or royal avant ses rivaux."
Into The Deep,,,90,Kate Cox,,"Ella-Rae Smith,Jessica Alexander,Matthew Daddario",,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,2022,-,"2,1",,4 Critiques Spectateurs,,"Une jeune femme, Jess, qui, s'ennuie dans la petite ville côtière dans laquelle elle réside, rencontre un étranger qui lui promet une escapade romantique à bord de son yacht. Bientôt, un changement de circonstances entraîne tromperie, méfiance et violence..."
