titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Arkansas,,"Drame,Thriller",115,Clark Duke,,"Vince Vaughn,Liam Hemsworth,Clark Duke",,,Anglais,Long-métrage,2020,-,"2,5",,20 Critiques Spectateurs,,"Arkansas, deux trafiquants de drogue de bas étage, Kyle et Swim, sont sous les ordres de Frog, leur dealer, qu'ils n'ont jamais rencontré. Leur routine est ébranlée le jour où un deal tourne mal. Leurs vies se retrouvent en danger."
Koati,21/09/2022,"Aventure,Famille",92,Rodrigo Perez-Castro, Paradis Films ,"Sofia Vergara,Adriana Barraza,Joe Manganiello",,"Mexique,U.S.A.","Anglais, Espagnol",Long-métrage,2020,-,"2,7","2,8",4 Critiques Spectateurs,,"En Amérique latine, une joyeuse bande d’animaux cohabite en harmonie au pays de Xo, au cœur de la forêt tropicale. En marge de cette communauté vit Nachi, un jeune coati orphelin, débrouillard et solitaire. Une catastrophe naturelle menace soudain les habitants de Xo. La perfide Saina, un serpent manipulateur, profite de la situation désespérée pour s’emparer du pouvoir et inciter tous les animaux à quitter leur forêt. Mais pour le vieux sorcier Cocopa, un espoir subsiste – et cet espoir, contre toute attente, c’est Nachi… Nachi quitte donc sa communauté, accompagné par Pako, une grenouille de verre hyperactive, et par Xochi, un papillon monarche intrépide. Ensemble, ces trois improbables aventuriers s’engagent dans une quête dangereuse afin de sauver leur foyer et, peut-être, percer le mystère des origines de Nachi…"
Écorché,,,90,Charlie Steeds,,"David Lenik,Tessa Wood,Barrington de la Roche",An English Haunting,,Anglais,Long-métrage,2020,-,"1,6",,4 Critiques Spectateurs,,"Billy chasse le cerf en pleine montagne avec son père, quand une violente tempête de neige les séparent. Perdu est épuisé, il trouve refuge chez une inquiétante vieille dame qui vit isolée dans son chalet au milieu de nulle part. La nuit tombe et quelque chose rôde autour de la demeure déterminé à entrer. Quelque chose de menaçant. Quelque chose de terrifiant…"
Jusqu’au déclin,,Policier,83,Patrice Laliberté,,"Guillaume Laurin,Réal Bossé,Marc-André Grondin",,,Français,Long-métrage,2020,-,"3,0",,27 Critiques Spectateurs,,"Un jeune homme, Antoine, désire suivre une formation en survivalisme dans un coin reculé de la forêt dans le nord québécois."
Dark Web: Cicada 3301,,"Comédie,Thriller",105,Alan Ritchson,,"Jack Kesy,Conor Leslie,Ron Funches",,,Anglais,Long-métrage,2020,-,"2,0",,14 Critiques Spectateurs,,"Connor, un hacker de génie, découvre Cicada 3301, une mystérieuse chasse au trésor en ligne menée par une organisation secrète. Épaulé par un expert en art et une bibliothécaire, Connor se précipite dans une quête d’indices dans le monde réel pour mettre la main sur le trésor.Mais ils n’est pas seul : de dangereux agents de la NSA, également sur la piste de Cicada, se lancent à la poursuite de Connor."
The Tax Collector,,"Policier,Thriller,Drame",95,David Ayer,"
1 nomination
","Shia LaBeouf,Bobby Soto,Cinthya Carmona",,,Anglais,Long-métrage,2020,-,"1,9",,25 Critiques Spectateurs,,"David et Creeper travaillent comme ""percepteurs d'impôts"" pour un seigneur du crime nommé Wizard, en récupérant sa part des profits auprès des gangs locaux. Mais lorsque l'ancien rival de Wizard revient du Mexique, toute son entreprise est chamboulée, et David se retrouve à devoir protéger ce qui compte le plus pour lui - sa famille."
L'Homme de l'Eau,,Fantastique,92,David Oyelowo,,"Lonnie Chavis,Rosario Dawson,David Oyelowo",The Water Man,,Anglais,Long-métrage,2020,-,"2,3",,12 Critiques Spectateurs,,"Un jeune garçon précoce, Gunner, part à la recherche d'un mystérieux être appelé ""Water Man"" avec l'aide d'une inadaptée locale, Jo. Le personnage légendaire aurait la faculté de tromper la mort et pourrait ainsi sauver la mère gravement malade de Gunner..."
The Doorman,,Thriller,97,Ryûhei Kitamura,,"Ruby Rose,Jean Reno,Aksel Hennie",,,Anglais,Long-métrage,2020,-,"1,8",,34 Critiques Spectateurs,,"Une membre des Marines, après avoir vécu des événements traumatisants, est de retour chez elle. Devenue concierge d'un immeuble new-yorkais, elle va se retrouver confrontée à des mercenaires bien décidés à mettre la main sur une précieuse oeuvre d'art."
The Last Days of American Crime,,"Thriller,Policier",148,Olivier Megaton,,"Édgar Ramírez,Michael Pitt,Anna Brewster",,,Anglais,Long-métrage,2020,-,"1,7","1,6",3 articles de presse,,"Dans un futur proche, le gouvernement américain prépare son ultime réponse au crime : l'utilisation d'un signal rendant impossible pour chacun de commettre le moindre acte illégal. Pour détourner l'attention du peuple américain, le gouvernement met en place un nouveau système de cartes monétaires digitales rechargeables via des stations spécialisées. Graham Brick, un criminel professionnel, prépare un plan pour dévaliser l'une de ces stations avant de quitter le pays. Mais il apprend ce que prépare le gouvernement et il ne lui reste plus qu'une semaine pour commettre son délit avant que le signal anti-criminalité ne soit mis en place."
Ton nom en plein cœur,,,118,Kuang-Hui Liu,,"Edward Chen,Chin-Hua Tseng,Leon Dai",The Name Engraved In Your Heart,,"Anglais, Mandarin",Long-métrage,2020,-,"3,9",,17 Critiques Spectateurs,,"En 1987, après la fin de la loi martiale à Taïwan, Jia-han et Birdy tombent amoureux malgré la pression familiale, l'homophobie et la stigmatisation sociale ambiantes."
L'Affaire Percy,,Biopic,100,Clark Johnson,,"Christopher Walken,Roberta Maxwell,Christina Ricci",Percy,,Anglais,Long-métrage,2020,-,"3,2",,10 Critiques Spectateurs,,"Le film s’inspire des poursuites engagées en 1998 par Percy Schmeiser, un agriculteur de la petite ville de Saskatchewan contre les grands conglomérats lorsque des OGM sont découverts dans ses cultures de colza. Alors qu’il dénonce leurs pratiques commerciales, il se rend compte qu’il représente des milliers d’autres agriculteurs privés de leurs droits dans le monde entier qui mènent le même combat."
Forever my star,,Drame,,V.W. Scheich,,"James Maslow,Ciara Hanna,Jason Burkey",Stars Fell On Alabama,,Anglais,Long-métrage,2020,-,"2,6",,3 Critiques Spectateurs,,"Un agent à succès d'Hollywood, Bryce Dixon, retourne en Alabama pour la première fois depuis 15 ans pour la réunion d'anciens élèves de son lycée. Quand il apprend qu'il est le seul de ses amis à ne pas être marié avec des enfants, il convainc sa protégée, la starlette Madison Belle, de se faire passer pour sa petite amie..."
M'abandonne pas,29/11/2021,,90,Didier Bivel, TF1 ,"Michaël Youn,Manon Azem,Maxime Bergeron",,,Français,Télefilm,2020,-,"3,6",,2 Critiques Spectateurs,,"Comment fait-on pour se construire quand on est sans cesse déraciné ? Achille, 12 ans, en fait l’amère expérience. Après dix ans de bonheur, le jeune garçon doit quitter sa famille d’accueil pour vivre avec des inconnus, alors que sa mère réclame ardemment son retour auprès d’elle. Romain, l’éducateur qui le suit, va se battre pour protéger Achille et lui offrir une chance de surmonter de nouvelles et douloureuses épreuves."
The Quarry,,Policier,98,Scott Teems,,"Shea Whigham,Michael Shannon,Catalina Sandino Moreno",,,Anglais,Long-métrage,2020,-,"2,2",,22 Critiques Spectateurs,,"Un mystérieux pasteur s'installe dans une église d'une ville désolée du Texas. Malgré les soupçons grandissants des villageois - le chef de police local endurci, les frères trafiquants de drogue, et la veuve qui maintient l’église à flot - sa congrégation grandit. Mais combien de temps le pasteur va-t-il pouvoir garder ses secrets ? Basé sur le roman acclamé de Damon Galgut."
Bullit et Riper,,Policier,90,Kad Merad,,"Kad Merad,Olivier Baroux,Lionel Abelanski",,,Français,Long-métrage,2020,-,"2,0",,,,
A tes côtés,,,90,Gilles Paquet-Brenner, TF1 ," Jarry,Didier Bourdon,Marie-Anne Chazel",,,Français,Télefilm,2020,-,"3,4",,11 Critiques Spectateurs,,"L’histoire d’un père et son fils que tout oppose, qui vivent dans deux mondes qui ne se comprennent plus... La vie va réunir Anthony, le citadin, et Marcel, son père vigneron, autour de la maladie de ce dernier. Affronter nos peurs et nos contradictions peut-il nous aider à transcender nos différences ? Entre rires et larmes, coups de gueule et réconciliations, cette dramédie librement inspirée de la vie de Jarry est une ode à la famille qui nous invite à nous rappeler qu’il n’est jamais trop tard pour s’aimer !"
Nine Days,,Fantastique,124,Edson Oda,,"Winston Duke,Zazie Beetz,Bill Skarsgård",,,Anglais,Long-métrage,2020,-,"3,3",,3 Critiques Spectateurs,,Dans une maison éloignée de la civilisation vit un homme solitaire. Il décide d'interroger des candidats potentiels qui représentent tous la personnification de l'âme humaine.
La Grande Traversée,,Comédie,108,Steven Soderbergh,,"Meryl Streep,Candice Bergen,Dianne Wiest",Let Them All Talk,,Anglais,Long-métrage,2020,-,"3,7","2,2",17 articles de presse,,"La romancière américaine Alice Hughes doit se rendre au Royaume-Uni pour recevoir un prix. Elle effectue le voyage à bord du ""Queen Mary 2"", profitant de la traversée pour écrire son nouveau livre et renouer avec deux amies qui l'accompagnent. A bord se trouvent également son neveu et, incognito, son agent."
Si tu savais...,,Romance,104,Alice Wu, Netflix ,"Leah Lewis,Alexxis Lemire,Daniel Diemer",The Half Of It,,Anglais,Long-métrage,2020,-,"3,4",,32 Critiques Spectateurs,,
À La Folie,06/04/2022,,82,Audrey Estrougo, Damned Distribution ,"Virginie Van Robby,Lucie Debay,Anne Coesens",,,Français,Long-métrage,2020,-,"3,0","3,0",10 articles de presse,,"Pour fêter l'anniversaire de sa mère, Emmanuelle vient passer quelques jours dans la maison de son enfance. Elle y retrouve temps passé et souvenirs qui règnent dans les lieux, mais aussi sa sœur aînée dont l’instabilité psychologique a trop souvent affecté les relations familiales. Personne ne se doute que cette fête de famille va rapidement prendre une tournure inattendue…"
My Hero Academia: Heroes Rising,20/08/2020,"Animation,Comédie",104,Kenji Nagasaki, CGR EVENTS ,"Daiki Yamashita,Nobuhiko Okamoto,Yuka Terasaki",,,Japonais,Long-métrage,2020,-,"4,2",,14 Photos,,"La classe 1-A visite l'île de Nabu où ils peuvent enfin faire un vrai travail de héros. L'endroit est si paisible que ça ressemble plus à des vacances… jusqu'à ce qu'ils soient attaqués par un super-vilain avec un alter insondable ! Son pouvoir est étrangement familier, et il semble que Shigaraki ait joué un rôle dans son plan. Mais avec All Might à la retraite et la vie des citoyens en jeu, il n'y a pas de temps pour les questions. Deku et ses amis sont la prochaine génération de héros, et ils sont le seul espoir de l'île."
Follow Me,,Epouvante-horreur,92,Will Wernick,,"Keegan Allen,Holland Roden,Denzel Whitaker",,,Anglais,Long-métrage,2020,-,"2,1",,31 Critiques Spectateurs,,"Obsédé par son image, Cole Turner est une vedette des réseaux sociaux dont les fans suivent les moindres faits et gestes à travers les vidéos et les images qu'il poste sans cesse sur Internet. Pour célébrer les 10 ans de sa chaîne, il se rend à Moscou avec sa petite amie Erin et ses comparses Dash, Samantha et Thomas. Sur place, Alexei Kolov, un Russe fortuné et grand admirateur de Cole, leur a concocté un escape game qu'il présente comme extrême et imprévisible. Une fois le jeu lancé, l'horreur est de mise. Le gore est omniprésent dans ce thriller horrifique de Will Wernick, qui a déjà signé ""Escape Room"" en 2017."
"Mia et moi, L’Héroïne de Centopia",20/07/2022,"Fantastique,Famille",82,Adam Gunn, Alba Films ,"Margot Nuccetelli,Dave Willetts,Rick Kavanian",Mia And Me - The Movie,"Allemagne,Australie,Belgique,Inde",Anglais,Long-métrage,2020,-,"2,4","2,5",9 articles de presse,,"Plongez dans le monde féérique de MIA ET MOI pour la première fois au cinéma ! Mia, une brillante jeune fille, a la capacité, grâce à un bracelet magique, de se transformer en elfe dans le monde magique des Licornes de Centopia, où vivent d’extraordinaires créatures. Après avoir découvert que la pierre magique de son bracelet était liée à une ancienne prophétie, elle se lance dans un voyage palpitant vers les îles les plus éloignées de Centopia. Grâce à l’aide de ses amis, elle va devoir affronter l’immonde Toxor et son armée pour sauver l’île du Lotus. Les défis qui l’attendent pousseront Mia à prendre une décision qui changera sa vie pour toujours…"
Éléonore,23/09/2020,,85,Amro Hamzawi, ARP Sélection ,"Nora Hamzawi,André Marcon,Dominique Reymond",,,Français,Long-métrage,2020,-,"2,4","1,8",27 articles de presse,7 nominations,"Sous la pression de sa mère et de sa sœur, Eléonore, apprentie écrivain, change de vie et devient l’assistante d’un éditeur spécialisé dans les romances érotiques."
Faux semblants,20/11/2020,,90,Akim Isker, France 2 ,"Thierry Godard,Noémie Schmidt,Francis Renaud",,,Français,Télefilm,2020,-,"2,7",,10 Critiques Spectateurs,,"La jeune Capitaine Valentine Ventura, issue de la police financière, rejoint la brigade criminelle aux côtés du très célèbre Capitaine Antoine Thomas. Celui-ci rentre de congé maladie à la suite d’un terrible accident de voiture dans lequel il a perdu l’usage de ses jambes. C’est donc en fauteuil roulant qu’Antoine Thomas reprend son travail. Les deux policiers enquêtent sur le meurtre d’une jeune journaliste nantaise. Un homme va très vite être suspecté. Plusieurs éléments tendraient même à laisser penser qu’ils ont enfin mis la main sur un tueur en série qui sévit dans la région. Mais ce suspect est-il réellement le meurtrier tant recherché ?"
Butchers,,,92,Adrian Langley,"
1 nomination
","Simon Phillips,Michael Swatton,Julie Mainville",,,Anglais,Long-métrage,2020,-,"1,7",,9 Critiques Spectateurs,,"Une famille de bouchers sadiques a élu domicile dans l’arrière-pays, loin du monde et du regard des hommes. En toutes saisons, hivers glacials comme étés caniculaires, tous ceux qui croisent leur chemin sont des victimes potentielles…"
7 minutes,,,80,Ricky Mastro,,"Antoine Herbez,Clément Naline,Valentin Malguy",,"France,Italie",Français,Long-métrage,2020,-,"2,4",,11 Photos,,"Le film se passe à Toulouse et raconte l’histoire de Jean, 55 ans, policier. Dans un hôtel, Il découvre Maxime, son fils et son petit ami pendus. L’autopsie montre qu’il a été victime d’une overdose de GHB, 7 minutes après son copain. Lors de la veillée organisée par les amis de Maxime, Jean découvre le club BISOU, où son fils était un habitué. Il y rencontre Fabien. Cherchant à en connaître davantage, Jean multiplie les soirées au club, et est rapidement adopté par les Bisouers. Alors que Fabien s’attache à lui, Jean mélange petit à petit son deuil au désir de découvrir l’univers de son fils."
Mon légionnaire,06/10/2021,,107,Rachel Lang (II), Bac Films ,"Louis Garrel,Camille Cottin,Ina Marija Bartaité",,"France,Belgique","Français, Anglais",Long-métrage,2020,-,"3,3","2,7",26 articles de presse,3 prix et 5 nominations,"Ils viennent de partout, ils ont désormais une chose en commun : la Légion Étrangère, leur nouvelle famille. Mon Légionnaire raconte leurs histoires : celle de ces femmes qui luttent pour garder leur amour bien vivant, celle de ces hommes qui se battent pour la France, celle de ces couples qui se construisent en territoire hostile."
The Wrong Missy,,Romance,89,Tyler Spindel, Netflix ,"David Spade,Lauren Lapkus,Nick Swardson",,,Anglais,Long-métrage,2020,-,"2,7","2,3",3 articles de presse,3 nominations,"Tim Morris rencontre la femme dont il a toujours rêvé. Il l'invite à passer un week-end avec lui, organisé par son entreprise. Quand il voit débarquer la mauvaise fille, Tim comprend, hélas trop tard, qu'il a envoyé un message à la mauvaise personne."
Wendy,23/06/2021,Drame,112,Benh Zeitlin, Condor Distribution ,"Devin France,Yashua Mack,Gage Naquin",,,Anglais,Long-métrage,2020,-,"3,3","2,7",25 articles de presse,,"Elevée par sa mère célibataire, Wendy s'étiole dans un quotidien dénué de magie. Un soir, la fillette part à l'aventure en sautant dans un train en marche avec ses deux petits frères, les jumeaux James et Douglas. Au terme du voyage, ils débarquent sur une île mystérieuse, où les enfants ne semblent pas vieillir et où règne un garçon rebelle, nommé Peter Pan."
Les Sans-dents,20/04/2022,,85,Pascal Rabaté, Jour2fête ,"Yolande Moreau,Gustave Kervern,François Morel",,,Français,Long-métrage,2020,-,"1,8","1,6",13 articles de presse,,"Un clan vit à rebours de la civilisation, dans l'inframonde d'une décharge. Cette mini-tribu recycle en toute illégalité notre rebut pour s'aménager de manière étonnante un hameau de bric et de broc. La vie pourrait ainsi couler si une équipe policière ne se mettait sur leurs traces…"
Black Beauty,,Famille,110,Ashley Avis,,"Kate Winslet,Mackenzie Foy,Iain Glen",,"Allemagne,U.S.A.,Grande-Bretagne,France,Afrique du Sud",Anglais,Long-métrage,2020,-,"3,6",,12 Critiques Spectateurs,,
Minamata,,"Thriller,Drame",115,Andrew Levitas,,"Johnny Depp,Hiroyuki Sanada,Bill Nighy",,,Anglais,Long-métrage,2020,-,"3,9",,21 Critiques Spectateurs,,"Retour sur une période de la vie du solitaire photographe de guerre, W. Eugene Smith. Dans les années 70, armé de son appareil Minolta, il part au Japon à Minamata. Il va photographier la population victime de la ""maladie de Minamata"". Il va suivre les effets de la pollution industrielle, par la firme Chisso, sur les habitants. Victime de représailles, W. Eugene Smith sera rapatrié d'urgence aux Etats-Unis. Par ce reportage, il deviendra une icône du photojournalisme."
Sentimental,11/08/2021,,82,Cesc Gay, Wild Bunch Distribution ,"Javier Cámara,Griselda Siciliani,Belén Cuesta",,,Espagnol,Long-métrage,2020,-,"3,2","3,4",13 articles de presse,,"Après des années de vie commune, Julio et Ana traversent une crise dans leur couple. Jusqu’au soir où Ana décide d'inviter leurs voisins du dessus à dîner, sans prévenir Julio, qui ne les porte pas dans son cœur. Son grief : le bruit qu'ils font chaque soir lors de leurs ébats déchainés. Au fil de ce dîner, la routine de Julio et Ana se heurte aux mœurs plus que libérées de leurs voisins : les langues se délient, les secrets se dévoilent et les masques tombent."
La Saison des requins,,,87,Jared Cohn,,"Michael Madsen,Juliana Destefano,Jack Pearson",Shark Season,,Anglais,Long-métrage,2020,-,"2,4",,11 Photos,,Trois kayakistes se battent pour leur vie lorsqu'un grand requin blanc les piège sur une petite île en train de couler.
Si demain,08/12/2021,,86,Fabienne Godet, Jour2fête ,"Julie Moulier,Lucie Debay,Arnaud Valois",,,Français,Long-métrage,2020,-,"2,0",,7 Critiques Spectateurs,,"Esther reçoit anonymement un carnet, écrit 20 ans plus tôt sous forme de journal intime par une jeune fille dont l’histoire fait écho avec la sienne, elle qui est en pleine rupture amoureuse. Poussée par sa meilleure amie, Esther se met en tête de retrouver l’autrice et d’apprendre ce qu’elle est devenue. Son enquête se transforme en un véritable voyage intime au travers duquel Esther se libère, se déploie, se reconstruit."
"T'en fais pas, j'suis là",26/10/2020,,90,Pierre Isoard, France 2 ,"Samuel Le Bihan,Roman Villedieu,Lizzie Brocheré",,,Français,Long-métrage,2020,-,"3,3","3,6",6 articles de presse,,"Jonathan Rivière est avocat d’affaires, une star du barreau que l’on s’arrache. Il est aussi le père, absent, d’un enfant de 12 ans. Dès la naissance du petit Gabriel, Jonathan a compris que la vie de famille n’était pas son truc. Avec Sophie, la maman, l’arrangement a été simple : elle s’occupe de Gabriel et lui paye pour qu’il ne manque de rien."
Pourquoi je vis,07/09/2020,,90,Laurent Tuel, TF1 ,"Mickael Lumière,Odile Vuillemin,Arnaud Ducret",,,Français,Télefilm,2020,-,"3,8",,54 Critiques Spectateurs,,"Décembre 2004, Paris, Gregory Lemarchal remporte la Star Academy en direct devant plus de dix millions de personnes qui communient avec lui. Printemps 1985, Pierre et Laurence Lemarchal découvrent que leur enfant est atteint d’une maladie incurable, la mucoviscidose... Entre les deux, c’est l’histoire d’un gamin pas comme les autres, l’histoire d’une voix, d’une présence, d’un supplément d’âme, d’un combat de chaque instant. Entre les deux, c’est l’histoire de Gregory qui s’écrit à la première personne. C’est ""Pourquoi je vis""…"
Eurovision Song Contest: The Story Of Fire Saga,,Musical,120,David Dobkin,"
1 nomination
","Will Ferrell,Rachel McAdams,Pierce Brosnan",,,Anglais,Long-métrage,2020,-,"3,1",,100 Critiques Spectateurs,,"Deux musiciens en herbe, Lars Erickssong et Sigrit Ericksdottir, ont l'opportunité de représenter leur pays, l'Islande, à l'Eurovision."
Vanguard,,Comédie,107,Stanley Tong,,"Jackie Chan,Yang Yang,Miya Muqi",,,"Chinois, Anglais",Long-métrage,2020,-,"1,7",,41 Critiques Spectateurs,,Une équipe de sécurité privée protége un businessman et sa fille contre les menaces d’une organisation terroriste.
Les Mal-aimés,16/09/2020,,40,Hélène Ducrocq, Cinéma Public Films ,,,,Français,Long-métrage,2020,-,"3,5","3,7",8 Critiques Spectateurs,,"Notre planète regorge de vie, et il nous appartient de la sauvegarder. Mais cette protection peut-elle exister ou être efficace alors même que nous ignorons le rôle et le fonctionnement de la plupart des espèces, ou pire, que certaines nous font peur ? Ce programme de 4 courts métrages montre avec douceur et tendresse l’univers de certains de ces « mal-aimés » auxquels les contes et légendes ou simplement les préjugés ont malheureusement donné une mauvaise réputation."
"Billie Holiday, une affaire d'état",02/06/2021,"Musical,Drame",128,Lee Daniels, Metropolitan FilmExport ,"Andra Day,Trevante Rhodes,Garrett Hedlund",The United States Vs. Billie Holiday,,Anglais,Long-métrage,2020,-,"3,4","3,3",20 articles de presse,1 prix et 2 nominations,"Billie Holiday est sans conteste l’une des plus fascinantes icônes du jazz, mais derrière sa voix légendaire, se cache une femme dont le combat acharné pour la justice a fait d’elle la cible du plus puissant des pouvoirs…"
Mensonges et trahisons,,"Drame,Policier",96,Michael M. Scott,,"Camila Mendes,Jessie T. Usher,Jamie Chung",Dangerous Lies,,Anglais,Long-métrage,2020,-,"2,3",,49 Critiques Spectateurs,,"À sa mort, un vieil homme laisse sa fortune à sa nouvelle aide-soignante qui se retrouve entraînée dans une sombre histoire de tromperie et de meurtre. Pour survivre, elle devra remettre en cause les motivations de chacun, y compris de son entourage."
The Prom,,Romance,131,Ryan Murphy,"
2 nominations
","Meryl Streep,James Corden,Nicole Kidman",,,Anglais,Long-métrage,2020,-,"3,1","2,8",15 articles de presse,2 nominations,"Stars de la scène new-yorkaise, Dee Dee Allen et Barry Glickman traversent une véritable tempête : le dernier spectacle qu'ils ont monté à Broadway à grands frais est un échec retentissant qui a soudain réduit leur carrière à néant. Dans le même temps, au fin fond de l'Indiana, Emma Nolan, lycéenne, connaît un chagrin d'un tout autre ordre – malgré le soutien du proviseur, la responsable de l'association des parents d'élèves lui a interdit de venir au bal de fin d'année avec sa petite amie Alyssa. Lorsque Dee Dee et Barry comprennent qu'ils peuvent faire de l'épreuve d'Emma une cause à défendre – et ainsi redorer leur image de marque –, ils mettent le cap sur l'Indiana, en compagnie d'Angie et Trent, deux autres comédiens cyniques cherchant à faire redécoller leur carrière. Mais quand leur militantisme opportuniste se retourne contre eux de manière inattendue, la vie des quatre acteurs est chamboulée – et ils se mobilisent pour offrir à Emma une soirée où elle peut enfin assumer son identité au grand jour."
À tous les garçons : P.S. Je t'aime toujours,,Romance,102,Michael Fimognari, Netflix France ,"Lana Condor,Noah Centineo,Jordan Fisher",To All The Boys: P.S. I Still Love You,,Anglais,Long-métrage,2020,-,"2,6","2,6",5 articles de presse,,"Quel bonheur, Lara Jean est officiellement la petite amie de Peter ! Mais tout se complique soudain quand un ancien béguin revient dans sa vie... et dans son cœur !"
Open Source,,Action,98,Matt Eskandari,"
1 nomination
","Bruce Willis,Jesse Metcalfe,Lala Kent",Hard Kill,,Anglais,Long-métrage,2020,-,"1,0",,39 Critiques Spectateurs,,"Donovan Chalmers, PDG milliardaire d'une entreprise de technologie de pointe, fait appel à des mercenaires pour protéger un programme informatique très puissant, le Project 725. Lorsqu’un groupe terroriste kidnappe sa fille, il se retrouve dos au mur."
Bloody Hell,,Epouvante-horreur,95,Robert Benjamin,,"Ben O'Toole,Meg Fraser,Caroline Craig",,"U.S.A.,Australie",Anglais,Long-métrage,2020,-,"2,7",,13 Critiques Spectateurs,,Un homme fuit son passé et s'installe dans un nouveau pays. L'endroit se révèle dangereux et horrifique...
Books Of Blood,,"Drame,Thriller",107,Brannon Braga,,"Britt Robertson,Freda Foh Shen,Nicholas Campbell",,,Anglais,Long-métrage,2020,-,"2,6",,15 Critiques Spectateurs,,
2067,,Thriller,114,Seth Larney, Koba Films ,"Kodi Smit-McPhee,Ryan Kwanten,Damian Walshe-Howling",,,Anglais,Long-métrage,2020,-,"1,8",,61 Critiques Spectateurs,,"La Terre est au bord de l'extinction. Après des années de changement climatique, la vie végétale s'est éteinte et l'oxygène est devenu rare. Les scientifiques développent une technologie pour se déplacer dans le temps. Un message de 400 ans dans le futur est intercepté : « ENVOYEZ ETHAN WHYTE ». Contre sa volonté, le jeune Ethan, fils d’un chercheur disparu, est envoyé dans le futur : il représente le dernier espoir pour l'Humanité."
Apprendre à t'aimer,08/09/2020,,90,Stéphanie Pillonca, Arcadès ,"Ary Abittan,Julie de Bona,Youssef Hajdi",,,Français,Télefilm,2020,-,"3,8",,24 Critiques Spectateurs,,Frank est un père dont les rêves vont être bousculés par la naissance de sa fille porteuse de trisomie 21. Comment va-t-il affronter les petits et grands sacrifices que cette nouvelle vie lui impose ?
The Wolf of Snow Hollow,,"Comédie,Thriller",83,Jim Cummings (II),,"Jim Cummings (II),Robert Forster,Riki Lindhome",,,Anglais,Long-métrage,2020,-,"2,6",,13 Critiques Spectateurs,,Un shérif d'une petite ville doit faire à son mariage qui prend l'eau et à la rebellion de sa fille tout en mettant la main sur le criminel qui commet des meurtres brutaux à chaque nuit de pleine lune...
L'Ultime sacrifice,,Guerre,115,Todd Robinson,,"Sebastian Stan,Christopher Plummer,William Hurt",The Last Full Measure,,Anglais,Long-métrage,2020,-,"3,7",,19 Critiques Spectateurs,,"L'histoire vraie d'un homme infiltré dans les cercles de pouvoir de Washington, risquant jusqu'à son futur pour s'assurer qu'on décerne bien une médaille d'honneur à un aviateur oublié, William H. Pitsenbarger, mort au Vietnam."
Attraction 2 - Invasion,,"Science fiction,Drame",134,Fedor Bondarchuk,,"Alexander Petrov (II),Irina Starshenbaum,Rinal Mukhametov",Vtorzhenie,,Russe,Long-métrage,2020,-,"2,9",,20 Critiques Spectateurs,,"Trois ans après le crash du vaisseaux alien à Moscou, Julia a développé d’étranges pouvoirs et devient un cobaye pour le Ministère de la Défense. Enfermée dans un laboratoire secret, les scientifiques et les militaires décortiquent ses sentiments, ses émotions et ses souvenirs afin de se préparer à une attaque alien future. Mais les pouvoirs de Julia s’accroissent, et il s’avère que les humains ne sont pas les seuls intéressés par sa nouvelle force…"
Conduire ou mourir,,"Drame,Policier",95,Nick Rush,,"Marsuvio Sanchez,Richard Keep,Eliana Sua",Simmer,,Anglais,Long-métrage,2020,-,"3,0",,13 Photos,,"Dans un contexte de tensions liées à l'immigration aux États-Unis, Chef apprend que sa famille sera expulsée du pays s'il ne paie pas les frais imposé par le gouvernement américain. Désespéré, il décide alors de se tourner vers son patron pour lui demander de l'aide."
Monster Hunters,,Science fiction,88,Jeremy M. Inman,,"Tom Sizemore,Anthony Jensen,Connie Jo Sechrist",,,Anglais,Long-métrage,2020,-,"2,2",,,,"Un vaisseau extra-terrestre vient de s'écraser sur Terre avec à son bord des créatures extrêmement féroces et agressives. Depuis des décennies, plusieurs crashs de vaisseaux ont déjà eu lieu, une branche secrète du gouvernement américain étudie et tente de percer le mystère des armes et technologies aliens. Ces armes seront le seul recours efficace pour sauver l'humanité."
L'Ennemi,26/01/2022,,105,Stephan Streker, Alba Films ,"Jérémie Renier,Alma Jodorowsky,Emmanuelle Bercot",,"Belgique,Luxembourg,France",Français,Long-métrage,2020,-,"2,8","2,5",13 articles de presse,8 nominations,"Un célèbre homme politique est accusé d’avoir tué son épouse retrouvée morte, une nuit, dans leur chambre d’hôtel. Est-il coupable ou innocent ? Personne ne le sait. Et peut-être lui non plus."
Bob l'éponge - Le film : Éponge en eaux troubles,,Comédie,91,Tim Hill, Netflix ,"Tom Kenny,Bill Fagerbakke,Clancy Brown",The Spongebob Movie: Sponge on the Run,,Anglais,Long-métrage,2020,-,"3,0","2,7",38 Critiques Spectateurs,,"Suite à l’escargotnapping de Gary, son compagnon de toujours, Bob entraîne Patrick dans une folle aventure vers la Cité Perdue d’Atlantic City afin de le retrouver. A travers cette mission sauvetage pleine de surprises, de merveilles et de dangers, Bob l’Éponge et ses acolytes vont réaliser que rien n’est plus fort que le pouvoir de l’amitié."
