titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Ratatouille,01/08/2007,"Comédie,Famille",110,Brad Bird, Buena Vista International ,"Guillaume Lebon,Patton Oswalt,Jean-Pierre Marielle",,,Anglais,Long-métrage,2007,150 000 000 $,"4,5","4,3",2423 Critiques Spectateurs,17 prix et 10 nominations,"Rémy est un jeune rat qui rêve de devenir un grand chef français. Ni l'opposition de sa famille, ni le fait d'être un rongeur dans une profession qui les déteste ne le démotivent. Rémy est prêt à tout pour vivre sa passion de la cuisine... et le fait d'habiter dans les égouts du restaurant ultra coté de la star des fourneaux, Auguste Gusteau, va lui en donner l'occasion ! Malgré le danger et les pièges, la tentation est grande de s'aventurer dans cet univers interdit."
Fanny et Alexandre - Partie 1,,,171,Ingmar Bergman, Bodega Films ,"Pernilla Allwin,Bertil Guve,Kristina Adolphson",Fanny och Alexander,"Suède,France,Allemagne de l'Ouest","Suédois, Anglais, Allemand",Long-métrage,1982,-,"4,3",,57 Critiques Spectateurs,7 prix et 6 nominations,"L'histoire se déroule dans la Suède du début du XXème siècle. Le film dépeint la vie d'une jeune fille, Fanny, et de son frère Alexandre au sein d'une famille aisée, les Ekdahl. Les parents de Fanny et Alexandre travaillent dans le théâtre et sont très heureux ensemble jusqu'à la mort subite du père. Peu après ce drame, la mère trouve un prétendant, un évêque, et accepte sa proposition de mariage. Elle déménage chez lui avec les enfants."
Parasite - Version noir et blanc,19/02/2020,,132,Bong Joon Ho, The Jokers / Les Bookmakers ,"Song Kang-Ho,Woo-sik Choi,Park So-Dam","Parasite, the Black & White Version",,Coréen,Long-métrage,2019,-,"4,3",,7 Critiques Spectateurs,,
La Trilogie Marseillaise de Marcel Pagnol : César,11/11/1936,,132,Marcel Pagnol, Mission ," Raimu,Pierre Fresnay,Fernand Charpin",,,Français,Long-métrage,1936,-,"4,3",,38 Critiques Spectateurs,,"Fanny, abandonnée par Marius, épouse Panisse qui adopte Césariot, l’enfant de l’amour, et l’élève comme son fils. Aujourd’hui, Césariot est adulte et Panisse se meurt. Fanny révèle la vérité à son fils qui décide alors de partir à la recherche de Marius, son père…"
"The Dark Knight, Le Chevalier Noir",13/08/2008,Thriller,152,Christopher Nolan, Warner Bros. France ,"Christian Bale,Philippe Valmont,Heath Ledger",The Dark Knight,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2008,180 000 000 $,"4,0","4,5",21 articles de presse,6 prix et 22 nominations,"Dans ce nouveau volet, Batman augmente les mises dans sa guerre contre le crime. Avec l'appui du lieutenant de police Jim Gordon et du procureur de Gotham, Harvey Dent, Batman vise à éradiquer le crime organisé qui pullule dans la ville. Leur association est très efficace mais elle sera bientôt bouleversée par le chaos déclenché par un criminel extraordinaire que les citoyens de Gotham connaissent sous le nom de Joker."
Aladdin,10/11/1993,"Comédie musicale,Romance",90,John Musker, Gaumont Buena Vista International (GBVI) ,"Paolo Domingo,Scott Weinger,Richard Darbois",,,Anglais,Long-métrage,1992,28 000 000 $,"4,4","4,3",448 Critiques Spectateurs,3 prix et 6 nominations,"Comment Aladdin, grâce à la félonie du grand vizir, va se procurer la lampe magique qui héberge le fameux génie et nous entraîner dans la plus étonnante des aventures."
E.T. l'extra-terrestre,01/12/1982,"Famille,Aventure",120,Steven Spielberg, Universal Pictures International France ,"Henry Thomas,Drew Barrymore,Dee Wallace",E.T. The Extra-Terrestrial,,Anglais,Long-métrage,1982,10 500 000 $,"4,8","4,3",12 articles de presse,7 prix et 22 nominations,"Une soucoupe volante atterrit en pleine nuit près de Los Angeles. Quelques extraterrestres, envoyés sur Terre en mission d'exploration botanique, sortent de l'engin, mais un des leurs s'aventure au-delà de la clairière où se trouve la navette. Celui-ci se dirige alors vers la ville. C'est sa première découverte de la civilisation humaine. Bientôt traquée par des militaires et abandonnée par les siens, cette petite créature apeurée se nommant E.T. se réfugie dans une résidence de banlieue."
Le Roi Lion,23/11/1994,"Aventure,Comédie musicale,Famille",89,Roger Allers, The Walt Disney Company France ,"Emmanuel Curtil,Matthew Broderick,Dimitri Rougeul",The Lion King,,Anglais,Long-métrage,1994,45 000 000 $,"3,4","4,5",1143 Critiques Spectateurs,4 prix et 3 nominations,"Sur les Hautes terres d’Afrique règne un lion tout-puissant, le roi Mufasa, que tous les hôtes de la jungle respectent et admirent pour sa sagesse et sa générosité. Son jeune fils Simba sait qu’un jour il lui succédera, conformément aux lois universelles du cycle de la vie, mais il est loin de deviner les épreuves et les sacrifices que lui imposera l’exercice du pouvoir. Espiègle, naïf et turbulent, le lionceau passe le plus clair de son temps à jouer avec sa petite copine Nala et à taquiner Zazu, son digne précepteur. Son futur royaume lui apparaît en songe comme un lieu enchanté où il fera bon vivre, s’amuser et donner des ordres. Cependant, l’univers de Simba n’est pas aussi sûr qu’il le croie. Scar, le frère de Mufasa, aspire en effet depuis toujours au trône. Maladivement jaloux de son aîné, il intrigue pour l’éliminer en même temps que son successeur. Misant sur la curiosité enfantine et le tempérament aventureux de Simba, il révèle à celui-ci l’existence d’un mystérieux et dangereux cimetière d’éléphants. Simba, oubliant les avertissements répétés de son père, s’y rend aussitôt en secret avec Nala et se fait attaquer par 3 hyènes féroces. Par chance, Mufasa arrive à temps pour sauver l’imprudent lionceau et sa petite compagne. Mais Scar ne renonce pas à ses sinistres projets. Aidé des 3 hyènes, il attire Simba dans un ravin et lance à sa poursuite un troupeau de gnous. N’écoutant que son courage, Mufasa sauve à nouveau son fils et tente de se mettre à l’abri en gravissant la falaise. Repoussé par son frère félon, il périt sous les sabots des gnous affolés. Scar blâme alors l’innocent Simba pour la mort du Roi et le persuade de quitter pour toujours les Hautes terres. Simba se retrouve pour la première fois seul et démuni face à un monde hostile. C’est alors que le destin place sur sa route un curieux tandem d’amis..."
Vol au-dessus d'un nid de coucou,01/03/1976,,129,Milos Forman, Splendor Films ,"Jack Nicholson,Louise Fletcher,William Redfield",One Flew Over the Cuckoo's Nest,,Anglais,Long-métrage,1975,"4,4 000 000 $","5,0","4,5",5 articles de presse,16 prix et 10 nominations,"Adapté du best-seller éponyme de Ken Kesey, Vol au-dessus d'un nid de coucou décrit, avec une précision quasiment documentaire, les traitements infligés aux patients dans les années 1960 : médicaments surdosés, douches glacées, électrochocs ou encore lobotomie. Mais ce pamphlet contre le fonctionnement des hôpitaux psychiatriques questionne aussi le sens de la révolte : pourquoi doit-on résister ? Jusqu'où peut-on s'opposer ? Où se situe la frontière entre l'héroïsme et la folie ? D'un côté, convaincue de faire le bien, miss Ratched applique les règles aveuglément et infantilise ses patients. De l'autre, McMurphy se bat pour leur rendre leur dignité quitte à défier les lois d'un système répressif et inhumain. Louise Fletcher et Jack Nicholson, tous deux oscarisés pour leur performance exceptionnelle, personnifient la confrontation entre l'individu et l'institution, placée au cœur d'une œuvre intense dont on ne sort pas indemne. Magistralement mis en scène par Milos Forman, un grand film, qui a marqué toute une génération."
Barberousse,04/01/1978,,185,Akira Kurosawa, Carlotta Films ,"Toshirô Mifune,Yûzô Kayama,Tsutomu Yamazaki",Akahige,,Japonais,Long-métrage,1965,-,"5,0","4,3",1 article de presse,,"Début 19ème siècle. De retour à Edo après trois ans d'études à Nagasaki, le jeune docteur Noboru Yasumoto est décidé à y faire une brillante carrière. Il rêve d'une nomination dans l'hôpital du Shogunat. Sa connaissance de la médecine occidentale et ses origines le destinent aux plus hautes sphères médicales. Mais sa première affectation l'envoie dans un quartier très pauvre de Tokyo, à la clinique de l'intransigeant Dr Niide dit ""Barberousse"". Egoïste et arriviste, le docteur est mécontent d'être aux ordres d'un médecin dans un endroit qui ne correspond pas à son diplôme et à son ambition. Mais peu à peu, Yasumoto surmonte son amère déception et s'attache aux malades et à son étrange patron. Barberousse est un médecin atypique au coeur pur entièrement dévoué à la cause des plus pauvres. En fréquentant les laissés pour compte de la société, Noboru s'humanise..."
12 hommes en colère,04/09/1957,,95,Sidney Lumet, Carlotta Films ,"Henry Fonda,Martin Balsam,John Fiedler",Twelve Angry Men,,Anglais,Long-métrage,1957,$ 340 000,"5,0","4,6",7 articles de presse,2 prix et 13 nominations,"Un jeune homme d'origine modeste est accusé du meurtre de son père et risque la peine de mort. Le jury composé de douze hommes se retire pour délibérer et procède immédiatement à un vote : onze votent coupable, or la décision doit être prise à l'unanimité. Le juré qui a voté non-coupable, sommé de se justifier, explique qu'il a un doute et que la vie d'un homme mérite quelques heures de discussion. Il s'emploie alors à les convaincre un par un."
Le Discours d'un roi,02/02/2011,"Historique,Drame",118,Tom Hooper, Wild Bunch Distribution ,"Colin Firth,Helena Bonham Carter,Derek Jacobi",The King's Speech,,Anglais,Long-métrage,2010,15 000 000 $,"4,0","4,3",27 articles de presse,21 prix et 30 nominations,"D’après l’histoire vraie et méconnue du père de l’actuelle Reine Elisabeth, qui va devenir, contraint et forcé, le Roi George VI, suite à l’abdication de son frère Edouard VIII. D’apparence fragile, incapable de s’exprimer en public, considéré par certains comme inapte à la fonction, George VI tentera de surmonter son handicap grâce au soutien indéfectible de sa femme et d’affronter ses peurs avec l’aide d’un thérapeute du langage aux méthodes peu conventionnelles. Il devra vaincre son bégaiement pour assumer pleinement son rôle, et faire de son empire le premier rempart contre l’Allemagne nazie."
Le Parrain,18/10/1972,Drame,175,Francis Ford Coppola, Paramount Pictures France ,"Marlon Brando,Al Pacino,James Caan",The Godfather,,"Anglais, Italien, Latin",Long-métrage,1972,6 000 000 $,"4,6","4,5",10 articles de presse,3 prix et 10 nominations,"En 1945, à New York, les Corleone sont une des cinq familles de la mafia. Don Vito Corleone, ""parrain"" de cette famille, marie sa fille à un bookmaker. Sollozzo, "" parrain "" de la famille Tattaglia, propose à Don Vito une association dans le trafic de drogue, mais celui-ci refuse. Sonny, un de ses fils, y est quant à lui favorable."
Togo,,"Famille,Historique",113,Ericson Core,"
1 nomination
","Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl",,,Anglais,Long-métrage,2019,-,"4,3",,80 Critiques Spectateurs,,"Quand une épidémie de diphtérie ravage un village isolé d'Alaska durant l'hiver 1925, rendant gravement malades d'innombrables enfants, la population est en émoi car l'antitoxine nécessaire à leur guérison se trouve à des centaines de kilomètres de là, au-devant de terrains difficiles à traverser et alors qu'une tempête gigantesque se profile à l'horizon. Les responsables du village s'en remettent alors au seul homme capable de les sauver, Leonhard Seppala, accompagné de son chien de traîneau, Togo."
Le Seigneur des anneaux : le retour du roi,17/12/2003,Aventure,201,Peter Jackson, Warner Bros. France ,"Sean Astin,Elijah Wood,Viggo Mortensen",The Lord of the Rings: The Return of the King,"U.S.A.,Nouvelle-Zélande",Anglais,Long-métrage,2003,94 000 000 $,"3,8","4,5",18 articles de presse,22 prix et 9 nominations,"Les armées de Sauron ont attaqué Minas Tirith, la capitale de Gondor. Jamais ce royaume autrefois puissant n'a eu autant besoin de son roi. Mais Aragorn trouvera-t-il en lui la volonté d'accomplir sa destinée ?"
Les Evadés,01/03/1995,,142,Frank Darabont, ARP / UGC ,"Tim Robbins,Morgan Freeman,Bob Gunton",The Shawshank Redemption,,Anglais,Long-métrage,1994,25 000 000 $,"3,2","4,5",5 articles de presse,9 nominations,"Red, condamné à perpétuité, et Andy Dufresne, un gentil banquier injustement condamné pour meurtre, se lient d'une amitié inattendue qui va durer plus de vingt ans. Ensemble, ils découvrent l'espoir comme l'ultime moyen de survie. Sous des conditions terrifiantes et la menace omniprésente de la violence, les deux condamnés à perpétuité récupèrent leurs âmes et retrouvent la liberté dans leurs cœurs."
La Ligne verte,01/03/2000,"Drame,Policier",189,Frank Darabont, United International Pictures (UIP) ,"Tom Hanks,Michael Clarke Duncan,David Morse",The Green Mile,,Anglais,Long-métrage,1999,60 000 000 $,"2,8","4,6",25 articles de presse,6 nominations,"Paul Edgecomb, pensionnaire centenaire d'une maison de retraite, est hanté par ses souvenirs. Gardien-chef du pénitencier de Cold Mountain en 1935, il était chargé de veiller au bon déroulement des exécutions capitales en s’efforçant d'adoucir les derniers moments des condamnés. Parmi eux se trouvait un colosse du nom de John Coffey, accusé du viol et du meurtre de deux fillettes. Intrigué par cet homme candide et timide aux dons magiques, Edgecomb va tisser avec lui des liens très forts."
Au Revoir Là-haut,25/10/2017,,117,Albert Dupontel, Gaumont Distribution ,"Nahuel Perez Biscayart,Albert Dupontel,Laurent Lafitte",,,Français,Long-métrage,2017,-,"3,9","4,3",37 articles de presse,6 prix et 9 nominations,"Novembre 1919. Deux rescapés des tranchées, l'un dessinateur de génie, l'autre modeste comptable, décident de monter une arnaque aux monuments aux morts. Dans la France des années folles, l'entreprise va se révéler aussi dangereuse que spectaculaire.."
La Liste de Schindler,02/03/1994,"Historique,Biopic",195,Steven Spielberg, Universal Pictures International France ,"Liam Neeson,Ben Kingsley,Ralph Fiennes",Schindler's List,,"Anglais, Allemand, Hebreu",Long-métrage,1993,25 000 000 $,"4,2","4,6",5 articles de presse,17 prix et 14 nominations,"Evocation des années de guerre d'Oskar Schindler, fils d'industriel d'origine autrichienne rentré à Cracovie en 1939 avec les troupes allemandes. Il va, tout au long de la guerre, protéger des juifs en les faisant travailler dans sa fabrique et en 1944 sauver huit cents hommes et trois cents femmes du camp d'extermination de Auschwitz-Birkenau."
Le Garçon et la Bête,13/01/2016,Aventure,119,Mamoru Hosoda, Gaumont Distribution ,"Koji Yakusho,Aoi Miyazaki,Shôta Sometani",Bakemono No Ko,,Japonais,Long-métrage,2015,-,"4,0","4,3",182 Critiques Spectateurs,,"Shibuya, le monde des humains, et Jutengai, le monde des Bêtes... C'est l'histoire d'un garçon solitaire et d'une Bête seule, qui vivent chacun dans deux mondes séparés. Un jour, le garçon se perd dans le monde des Bêtes où il devient le disciple de la Bête Kumatetsu qui lui donne le nom de Kyuta. Cette rencontre fortuite est le début d'une aventure qui dépasse l'imaginaire..."
La Barbe à papa,13/12/1973,,102,Peter Bogdanovich, Spinalonga Films ,"Ryan O'Neal,Tatum O'Neal,Madeline Kahn",Paper Moon,,Anglais,Long-métrage,1973,-,"5,0","4,3",5 articles de presse,1 prix et 8 nominations,
12 Years a Slave,22/01/2014,Historique,133,Steve McQueen (II), Mars Films ,"Chiwetel Ejiofor,Michael Fassbender,Benedict Cumberbatch",,,Anglais,Long-métrage,2013,20 000 000 $,"4,2","4,3",30 articles de presse,12 prix et 28 nominations,
Casino,13/03/1996,,178,Martin Scorsese, Mission ,"Robert De Niro,Sharon Stone,Joe Pesci",,"U.S.A.,France",Anglais,Long-métrage,1995,52 000 000 $,"4,4","4,3",5 articles de presse,1 prix et 2 nominations,"En 1973, Sam Ace Rothstein est le grand manitou de la ville de toutes les folies, Las Vegas. Il achète et épouse une virtuose de l’arnaque, Ginger Mc Kenna, qui sombre bien vite dans l’alcool et la drogue. Mais un autre ennui guette Sam, son ami d’enfance Nicky Santoro, qui entreprend de mettre la ville en coupe réglée…"
Forrest Gump,05/10/1994,"Drame,Comédie",140,Robert Zemeckis, Splendor Films ,"Tom Hanks,Gary Sinise,Robin Wright",,,Anglais,Long-métrage,1994,55 000 000 $,"2,6","4,6",5 articles de presse,10 prix et 21 nominations,"Quelques décennies d'histoire américaine, des années 1940 à la fin du XXème siècle, à travers le regard et l'étrange odyssée d'un homme simple et pur, Forrest Gump."
Sátántangó (Le Tango de Satan) - Partie 1,12/02/2020,,450,Bela Tarr, Carlotta Films ,"Putyi Horvath,Mihaly Vig,Laszlo Lugossy",Sátántangó,"Suisse,Allemagne,Hongrie",Hongrois,Long-métrage,1994,-,"4,3",,15 Critiques Spectateurs,,
La Nuit du chasseur,11/05/1956,"Drame,Epouvante-horreur",92,Charles Laughton, Carlotta Films ,"Robert Mitchum,Shelley Winters,Lillian Gish",The Night of the Hunter,,Anglais,Long-métrage,1955,795 000 $,"5,0","4,3",7 articles de presse,2 nominations,"Un prêcheur inquiétant poursuit dans l'Amérique rurale deux enfants dont le père vient d'être condamné pour vol et meurtre. Avant son incarcération, le père leur avait confié dix mille dollars, dont ils ne doivent révéler l'existence à personne. Pourchassés sans pitié par ce pasteur psychopathe et abandonnés à eux-mêmes, les enfants se lancent sur les routes."
Retour vers le futur II,20/12/1989,"Aventure,Comédie",108,Robert Zemeckis, United International Pictures (UIP) ,"Michael J. Fox,Christopher Lloyd,Lea Thompson",Back to the Future Part II,,Anglais,Long-métrage,1989,$ 40.000.000,"1,6","4,3",5 articles de presse,1 prix et 1 nomination,"Lors de son premier voyage en 1985, Marty a commis quelques erreurs. L'avenir qu'il s'était tracé n'est pas si rose, et son rejeton est tombé sous la coupe du voyou Griff Tannen, qui veut régner sur la ville. En compagnie de son ami Emmett ""Doc"" Brown et de sa fiancée Jennifer, Marty va devoir entreprendre un voyage vers le futur, pour tenter de donner un peu plus de moralité à son héritier. Un voyage aux conséquences dramatiques..."
Là-haut,29/07/2009,"Aventure,Famille",95,Pete Docter, The Walt Disney Company France ,"Charles Aznavour,Edward Asner,Tom Trouffier",Up,,Anglais,Long-métrage,2009,175 000 000 $,"4,6","4,3",2042 Critiques Spectateurs,10 prix et 16 nominations,"Carl Fredricksen, un vendeur de ballons à la retraite, est prêt pour sa dernière chance de s’envoler. Il attache des milliers de ballons à sa maison et se dirige vers le monde perdu de ses rêves d’enfant. Mais, à son insu, Carl embarque Russell, un garçon de 8 ans là au mauvais endroit au mauvais moment. Ce duo improbable va se faire de nouveaux amis, comme Doug, un chien avec un collier spécial qui lui permet de parler, et Kevin, un oiseau qui ne peut pas voler. Carl réalise vite que les plus grandes aventures de la vie ne sont pas celles qu’on croit."
Danse avec les loups,20/02/1991,,234,Kevin Costner, AMLF ,"Kevin Costner,Mary McDonnell,Rodney A. Grant",Dances with Wolves,,Anglais,Long-métrage,1990,19 000 000 $,"5,0","4,3",5 articles de presse,10 prix et 18 nominations,Le jeune lieutenant John Dunbar est envoyé à un poste de reconnaissance dans les immenses plaines du Dakota pendant la guerre de Sécession. Il rencontre au cours de l'une de ses missions de reconnaissance le peuple sioux.
L'Argent de la vieille,30/11/1977,,118,Luigi Comencini, Les Acacias ,"Alberto Sordi,Silvana Mangano,Bette Davis",Lo Scopone scientifico,,"Italien, Anglais",Long-métrage,1972,-,"5,0","4,3",6 articles de presse,,"Une américaine très riche est passionnée par les jeux de cartes. Son jeu préféré est le ""scopone scientifico"" auquel elle joue quand elle est en Italie. Là-bas, sa demeure surplombe un bidonville de Rome et madame se plaît à défier les pauvres gens au cours de parties où elle est sûre de remporter la mise..."
Entre le ciel et l'enfer,09/06/1976,Thriller,143,Akira Kurosawa, Carlotta Films ,"Toshirô Mifune,Tatsuya Nakadai,Kyôko Kagawa",Tengoku to jigoku,,Japonais,Long-métrage,1963,-,"3,9","4,3",7 articles de presse,,"Actionnaire d’une grande fabrique de chaussures, Kingo Gondo décide de rassembler tous ses biens pour racheter les actions nécessaires pour devenir majoritaire. C’est alors qu’on lui apprend qu’on a enlevé son fils et qu’une rançon est exigée. Mais, second coup de théâtre, c’est le fils de son chauffeur qui a été enlevé…"
Lettre d'une inconnue,05/11/1948,Romance,87,Max Ophüls, Les Bookmakers / La Rabbia ,"Joan Fontaine,Louis Jourdan,Mady Christians",Letter From an Unknown Woman,,Anglais,Long-métrage,1948,-,"4,3",,69 Critiques Spectateurs,,"Vienne 1900. Quelques heures avant l’aube et sur le point d’affronter en duel un adversaire, un mari trompé, qu’il a d’ailleurs l’intention de fuir, Stefan Brand, ex-pianiste célèbre, homme à femmes, reçoit une longue missive d’une inconnue, Lisa Berndle. Démarre alors en flashback le récit émouvant et douloureux d’une passion d’une femme pour un homme à son insu, une passion si absolue qu’elle semble irréelle, et pourtant…"
1917,15/01/2020,Guerre,119,Sam Mendes, Universal Pictures International France ,"George MacKay,Dean-Charles Chapman,Mark Strong",,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,2019,-,"4,2","4,3",40 articles de presse,13 prix et 12 nominations,"Pris dans la tourmente de la Première Guerre Mondiale, Schofield et Blake, deux jeunes soldats britanniques, se voient assigner une mission à proprement parler impossible. Porteurs d’un message qui pourrait empêcher une attaque dévastatrice et la mort de centaines de soldats, dont le frère de Blake, ils se lancent dans une véritable course contre la montre, derrière les lignes ennemies."
La Mort aux trousses,21/10/1959,"Aventure,Espionnage",136,Alfred Hitchcock, Warner Bros. France ,"Cary Grant,Eva Marie Saint,James Mason",North by Northwest,,Anglais,Long-métrage,1959,4 000 000 $,"4,6","4,3",5 articles de presse,4 nominations,"Le publiciste Roger Tornhill se retrouve par erreur dans la peau d'un espion. Pris entre une mystérieuse organisation qui cherche à le supprimer et la police qui le poursuit, Tornhill est dans une situation bien inconfortable. Il fuit à travers les Etats-Unis et part à la recherche d'une vérité qui se révèlera très surprenante."
Titanic,07/01/1998,Romance,194,James Cameron, The Walt Disney Company France ,"Leonardo DiCaprio,Kate Winslet,Billy Zane",,,Anglais,Long-métrage,1997,200 000 000 $,"4,9","4,3",8 articles de presse,15 prix et 18 nominations,"Southampton, 10 avril 1912. Le paquebot le plus grand et le plus moderne du monde, réputé pour son insubmersibilité, le ""Titanic"", appareille pour son premier voyage. Quatre jours plus tard, il heurte un iceberg. A son bord, un artiste pauvre et une grande bourgeoise tombent amoureux."
Top Gun: Maverick,25/05/2022,,131,Joseph Kosinski, Paramount Pictures France ,"Tom Cruise,Miles Teller,Jennifer Connelly",,,Anglais,Long-métrage,2022,-,"3,7","4,3",34 articles de presse,1 prix et 12 nominations,
Alabama Monroe,28/08/2013,,109,Felix Van Groeningen, Bodega Films / Help! Distribution ,"Johan Heldenbergh,Veerle Baetens,Nell Cattrysse",The Broken Circle Breakdown,,"Flamand, Anglais",Long-métrage,2012,-,"3,7","4,3",21 articles de presse,2 prix et 9 nominations,
Reservoir Dogs,02/09/1992,Thriller,99,Quentin Tarantino, Metropolitan FilmExport ,"Harvey Keitel,Tim Roth,Michael Madsen",,,Anglais,Long-métrage,1992,1 200 000 $,"4,5","4,3",6 articles de presse,2 nominations,Six truands désignés par des noms de code entreprennent de dévaliser une bijouterie sous la direction de Joe Cabot et de son fils Nice Guy Eddie. L'opération échoue et se solde par un bain de sang. Les malfrats se réfugient dans un entrepôt sordide. L'un d'eux soupçonne la présence d'une taupe.. .
Shining,16/10/1980,Thriller,143,Stanley Kubrick, Warner Bros. France ,"Jack Nicholson,Jean-Louis Trintignant,Shelley Duvall",The Shining,"Grande-Bretagne,U.S.A.",Anglais,Long-métrage,1980,19 000 000 $,"4,0","4,3",5 articles de presse,2 nominations,"Écrivain, Jack Torrance est engagé comme gardien, pendant tout l’hiver, d’un grand hôtel isolé du Colorado – l’Overlook – où il espère surmonter enfin sa panne d’inspiration. Il s’y installe avec sa femme Wendy et son fils Danny, doté d’un don de médium. Tandis que Jack n’avance pas dans son livre et que son fils est de plus en plus hanté par des visions terrifiantes, il découvre les terribles secrets de l’hôtel et bascule peu à peu dans une forme de folie meurtrière où il s’en prend à sa propre famille…"
Le Château dans le ciel,,"Aventure,Fantastique,Famille",124,Hayao Miyazaki,"
615 374 entrées
","Mayumi Tanaka,Jim Cummings,Hiroshi Ito",Tenku no shiro Rapyuta,,Japonais,Long-métrage,1986,-,"5,0","4,3",455 Critiques Spectateurs,,"Qui est vraiment Sheeta, la petite fille porteuse d’une pierre en pendentif aux pouvoirs magiques qui suscite bien des convoitises ? Retenue prisonnière à bord d’un dirigeable, l’enfant affronte une bande de pirates de l’air menée par la très pittoresque Dora, puis une armée de militaires à la solde de Muska, un gentleman machiavélique trop poli pour être honnête. Sauvée par le jeune Pazu, Sheeta se réfugie dans un village de mineurs. Là, elle tentera avec le garçon de percer le secret de ses origines pour prouver que l’histoire de Laputa, l’île merveilleuse flottant dans les airs, n’est pas une légende…"
Incendies,12/01/2011,,123,Denis Villeneuve, Happiness Distribution ,"Rémy Girard,Lubna Azabal,Mélissa Désormeaux-Poulin",,,"Français, Arabe",Long-métrage,2010,-,"3,8","4,3",18 articles de presse,2 prix et 6 nominations,"A la lecture du testament de leur mère, Jeanne et Simon Marwan se voient remettre deux enveloppes : l’une destinée à un père qu’ils croyaient mort et l‘autre à un frère dont ils ignoraient l’existence."
Léon,14/09/1994,Drame,103,Luc Besson, Gaumont Buena Vista International (GBVI) ,"Jean Reno,Gary Oldman,Natalie Portman",,,Anglais,Long-métrage,1994,115 000 000 Fr,"2,0","4,3",5 articles de presse,7 nominations,"Un tueur à gages répondant au nom de Léon prend sous son aile Mathilda, une petite fille de douze ans, seule rescapée du massacre de sa famille. Bientôt, Léon va faire de Mathilda une ""nettoyeuse"", comme lui. Et Mathilda pourra venger son petit frère..."
Umberto D.,10/10/1952,,89,Vittorio De Sica, Carlotta Films ,"Carlo Battisti,Maria-Pia Casilio,Lina Gennari",,,Italien,Long-métrage,1952,7 308 $,"4,5","4,3",2 articles de presse,,"Fonctionnaire à la retraite, Umberto ne parvient plus à subvenir à ses besoins. N’ayant pour seul refuge qu’une pension en piteux état, le vieil homme occupe ses journées à trouver de quoi manger avec pour seul compagnon son chien Flike. Lorsque sa propriétaire menace de l’expulser, Umberto n’a plus qu’à compter sur l’appui de Maria, la jeune femme de chambre qu’il a prise sous son aile..."
Les Rapaces,,,100,Erich Von Stroheim, Warner Bros. France ,"Gibson Gowland,Zasu Pitts,Jean Hersholt",Greed,,Muet,Long-métrage,1924,546 883 $,,,2 articles de presse,,"Mac Teague, un naïf dentiste, rencontre à San Francisco une jeune fille fiancée à l'un de ses amis..."
Prisoners,09/10/2013,,153,Denis Villeneuve, SND ,"Hugh Jackman,Jake Gyllenhaal,Viola Davis",,,Anglais,Long-métrage,2013,46 000 000 $,"3,8","4,3",20 articles de presse,,
The Truman Show,28/10/1998,Comédie,103,Peter Weir, Ciné Sorbonne ,"Jim Carrey,Laura Linney,Natascha McElhone",,,Anglais,Long-métrage,1998,60 000 000 $,"3,6","4,3",5 articles de presse,6 prix et 11 nominations,"Truman Burbank mène une vie calme et heureuse. Il habite dans un petit pavillon propret de la radieuse station balnéaire de Seahaven. Il part tous les matins à son bureau d'agent d'assurances dont il ressort huit heures plus tard pour regagner son foyer, savourer le confort de son habitat modèle, la bonne humeur inaltérable et le sourire mécanique de sa femme, Meryl. Mais parfois, Truman étouffe sous tant de bonheur et la nuit l'angoisse le submerge. Il se sent de plus en plus étranger, comme si son entourage jouait un rôle. Il se sent observé..."
Mirage de la vie,02/10/1959,Romance,125,Douglas Sirk, Ciné Sorbonne ,"Lana Turner,John Gavin,Sandra Dee",Imitation of life,,Anglais,Long-métrage,1959,2 000 000 $,"4,3","4,3",3 articles de presse,1 prix et 2 nominations,
Capharnaüm,17/10/2018,,120,Nadine Labaki, Gaumont Distribution ,"Zain Al Rafeea,Cedra Izam,Nadine Labaki",,"Liban,France",Arabe,Long-métrage,2018,4.000.000$,"3,0","4,3",29 articles de presse,1 prix et 12 nominations,"À l'intérieur d'un tribunal, Zain, un garçon de 12 ans, est présenté devant le juge. À la question : "" Pourquoi attaquez-vous vos parents en justice ? "", Zain lui répond : "" Pour m'avoir donné la vie ! "". Capharnaüm retrace l'incroyable parcours de cet enfant en quête d'identité et qui se rebelle contre la vie qu'on cherche à lui imposer."
