titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Ready Player One,28/03/2018,Action,140,Steven Spielberg, Warner Bros. France ,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn",,,Anglais,Long-métrage,2018,-,"4,0","4,2",32 articles de presse,2 nominations,"2045. Le monde est au bord du chaos. Les êtres humains se réfugient dans l'OASIS, univers virtuel mis au point par le brillant et excentrique James Halliday. Avant de disparaître, celui-ci a décidé de léguer son immense fortune à quiconque découvrira l'œuf de Pâques numérique qu'il a pris soin de dissimuler dans l'OASIS. L'appât du gain provoque une compétition planétaire. Mais lorsqu'un jeune garçon, Wade Watts, qui n'a pourtant pas le profil d'un héros, décide de participer à la chasse au trésor, il est plongé dans un monde parallèle à la fois mystérieux et inquiétant…"
Qu'est-il arrivé à Baby Jane ?,17/05/1963,Thriller,134,Robert Aldrich, Warner Bros. France ,"Bette Davis,Joan Crawford,Victor Buono",What Ever Happened to Baby Jane?,,-,Long-métrage,1962,-,"4,2",,87 Critiques Spectateurs,1 prix et 6 nominations,"Au temps du cinéma muet, ""Baby"" Jane est une grande star, une des premières enfants prodiges. Sa soeur Blanche, timide et réservée, reste dans l'ombre. Dans les années 30, les rôles sont inversés, Blanche est une grande vedette, Jane est oubliée. Désormais, bien des années après, elles vivent en commun une double névrose. Blanche, victime d'un mystérieux accident, est infirme et semble tout accepter d'une soeur transformée en infirmière sadique qui multiplie les mauvais traitements..."
Star Wars : Episode III - La Revanche des Sith,18/05/2005,"Action,Aventure",140,George Lucas, 20th Century Studios ,"Hayden Christensen,Ewan McGregor,Natalie Portman",Star Wars: Episode III - Revenge of the Sith,,Anglais,Long-métrage,2005,115 000 000 $,"3,9","4,2",23 articles de presse,5 prix et 13 nominations,"La Guerre des Clones fait rage. Une franche hostilité oppose désormais le Chancelier Palpatine au Conseil Jedi. Anakin Skywalker, jeune Chevalier Jedi pris entre deux feux, hésite sur la conduite à tenir. Séduit par la promesse d'un pouvoir sans précédent, tenté par le côté obscur de la Force, il prête allégeance au maléfique Darth Sidious et devient Dark Vador."
Les Salauds dorment en paix,,Thriller,151,Akira Kurosawa, Carlotta Films ,"Toshirô Mifune,Masayuki Mori (I),Kyôko Kagawa",Warui yatsu hodo yoku nemuru,,Japonais,Long-métrage,1960,-,"4,5","4,2",2 articles de presse,,"Dans les salons d’un grand hôtel, Iwabuchi, président d’une importante société immobilière, marie sa fille Yoshiko à Nishi, son secrétaire particulier. Mais alors que l’on s’apprête à couper la pièce montée, un second gâteau en forme d’immeuble, dont une fenêtre est tachée de rouge, est apporté, créant un malaise palpable dans l’assemblée…"
Metropolis,06/02/1927,Thriller,153,Fritz Lang, MK2 Diffusion ,"Brigitte Helm,Alfred Abel,Rudolf Klein-Rogge",,,Allemand,Long-métrage,1927,6 000 000 Marks,"4,8","4,2",9 articles de presse,4 nominations,Des ouvriers travaillent dans les souterrains d'une fabuleuse métropole de l'an 2026. Ils assurent le bonheur des nantis qui vivent dans les jardins suspendus de la ville. Un androïde mène les ouvriers vers la révolte.
Avatar : la voie de l'eau,14/12/2022,"Aventure,Fantastique,Action",192,James Cameron, The Walt Disney Company France ,"Sam Worthington,Zoe Saldana,Sigourney Weaver",Avatar: The Way of Water,,Anglais,Long-métrage,2022,-,"4,1","4,2",42 articles de presse,2 prix et 6 nominations,"Se déroulant plus d’une décennie après les événements relatés dans le premier film, AVATAR : LA VOIE DE L’EAU raconte l'histoire des membres de la famille Sully (Jake, Neytiri et leurs enfants), les épreuves auxquelles ils sont confrontés, les chemins qu’ils doivent emprunter pour se protéger les uns les autres, les batailles qu’ils doivent mener pour rester en vie et les tragédies qu'ils endurent."
Les Forbans de la nuit,,Policier,95,Jules Dassin, 26/10/2005 ,"Richard Widmark,Gene Tierney,Googie Withers",Night and the City,,Anglais,Long-métrage,1950,-,"4,2",,37 Critiques Spectateurs,,
The Normal Heart,,,132,Ryan Murphy,"
1 prix et 10 nominations
","Mark Ruffalo,Julia Roberts,Matt Bomer",,,Anglais,Long-métrage,2014,-,"4,3",,52 Critiques Spectateurs,1 prix et 10 nominations,Une adaptation de la pièce
Soy Cuba,16/07/2003,,141,Mikhail Kalatozov, Potemkine Films ,"Luz Maria Collazo,José Gallardo,Raul Garcia (III)",,"URSS,Cuba",Espagnol,Long-métrage,1964,-,"4,1","4,3",12 articles de presse,,"A travers quatre histoires qui renforcent l'idéal communiste face à la mainmise du capitalisme,"
Old Boy,29/09/2004,"Drame,Action",119,Park Chan-Wook, Wild Bunch Distribution ,"Min-sik Choi,Yoo Ji-tae,Kang Hye-Jeong",Oldeuboi,,Coréen,Long-métrage,2003,3 000 000 $,"4,0","4,2",28 articles de presse,1 prix et 6 nominations,"A la fin des années 80, Oh Dae-Soo, père de famille sans histoire, est enlevé un jour devant chez lui. Séquestré pendant plusieurs années dans une cellule privée, son seul lien avec l'extérieur est une télévision. Par le biais de cette télévision, il apprend le meurtre de sa femme, meurtre dont il est le principal suspect. Au désespoir d'être séquestré sans raison apparente succède alors chez le héros une rage intérieure vengeresse qui lui permet de survivre. Il est relâché 15 ans plus tard, toujours sans explication. Oh Dae-Soo est alors contacté par celui qui semble être le responsable de ses malheurs, qui lui propose de découvrir qui l'a enlevé et pourquoi. Le cauchemar continue pour le héros."
Le Prestige,15/11/2006,Drame,128,Christopher Nolan, Warner Bros. France ,"Hugh Jackman,Christian Bale,Michael Caine",The Prestige,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2006,40 000 000 $,"3,2","4,3",29 articles de presse,5 nominations,"Londres, au début du siècle dernier..."
Chaînes conjugales,30/11/1949,,103,Joseph L. Mankiewicz, Splendor Films ,"Jeanne Crain,Linda Darnell,Ann Sothern",A Letter to Three Wives,,Anglais,Long-métrage,1949,-,"5,0","4,2",3 articles de presse,2 prix et 2 nominations,"Deborah Bishop, Rita Phipps et Laura May Hollingsway partent en croisière laissant leurs maris respectifs. Mais avant de partir, elles reçoivent une lettre d'une de leur amie commune, Addie Ross, dans laquelle elle prévient qu'elle part avec le mari de l'une d'entre elles. Mais lequel ?"
Pride,17/09/2014,Drame,120,Matthew Warchus, Pathé ,"Bill Nighy,Imelda Staunton,Paddy Considine",,,Anglais,Long-métrage,2014,-,"3,7","4,2",19 articles de presse,2 prix et 4 nominations,
Le Dîner de cons,15/04/1998,,80,Francis Veber, Gaumont Buena Vista International (GBVI) ,"Thierry Lhermitte,Jacques Villeret,Francis Huster",,,-,Long-métrage,1998,"12,50 000 000 €","4,2",,1201 Critiques Spectateurs,5 prix et 3 nominations,"Tous les mercredis, Pierre Brochant et ses amis organisent un dîner où chacun doit amener un con. Celui qui a trouvé le plus spectaculaire est declaré vainqueur. Ce soir, Brochant exulte, il est sur d'avoir trouvé la perle rare, un con de classe mondiale: Francois Pignon, comptable au ministère des Finances et passionné de modèles réduits en allumettes. Ce qu'il ignore c'est que Pignon est passe maître dans l'art de déclencher des catastrophes."
Panique,11/01/1947,Drame,91,Julien Duvivier, Les Acacias ,"Michel Simon,Viviane Romance,Lucas Gridoux",,,Français,Long-métrage,1946,-,"4,3",,53 Critiques Spectateurs,2 nominations,"Monsieur Hire est un homme que les villageois jugent comme bizarre et presque inquiétant. Lorsqu'un crime est commis, le vrai coupable cherche donc à faire porter le chapeau à ce coupable idéal."
La Belle équipe,17/09/1936,,95,Julien Duvivier, Pathé ,"Jean Gabin,Charles Vanel,Raymond Aimos",,,Français,Long-métrage,1936,-,"4,2",,52 Critiques Spectateurs,,"Cinq ouvriers chômeurs parisiens, Jean, Charles, Raymond, Jacques et Mario, un étranger menacé d'expulsion, gagnent le gros lot de la loterie nationale. Jean a l'idée de placer cet argent en commun, dans l'achat d'un vieux lavoir de banlieue en ruine, qu'ils transformeront en riante guinguette dont ils seront les copropriétaires. Ils s'attellent à la besogne avec confiance. Mais la solidarité du groupe est fragile... Le destin s'acharne sur eux. Bientôt, il ne reste plus de la joyeuse équipe que Charles et Jean qui sont amoureux de la même femme, Gina…."
Illusions Perdues,20/10/2021,Historique,150,Xavier Giannoli, Gaumont Distribution ,"Benjamin Voisin,Cécile de France,Vincent Lacoste",,,Français,Long-métrage,2021,-,"4,0","4,3",36 articles de presse,8 prix et 16 nominations,"Lucien est un jeune poète inconnu dans la France du XIXème siècle. Il a de grandes espérances et veut se forger un destin. Il quitte l’imprimerie familiale de sa province natale pour tenter sa chance à Paris, au bras de sa protectrice. Bientôt livré à lui-même dans la ville fabuleuse, le jeune homme va découvrir les coulisses d’un monde voué à la loi du profit et des faux-semblants. Une comédie humaine où tout s’achète et se vend, la littérature comme la presse, la politique comme les sentiments, les réputations comme les âmes. Il va aimer, il va souffrir, et survivre à ses illusions."
J'ai rencontré le Diable,06/07/2011,Drame,142,Kim Jee-Woon, ARP Sélection ,"Lee Byung-Hun,Min-sik Choi,Oh San-ha",Akmareul boatda,,Coréen,Long-métrage,2010,-,"4,2","4,3",19 articles de presse,3 prix et 12 nominations,Un agent secret recherche le
La Trilogie Marseillaise de Marcel Pagnol : Marius,09/10/1931,"Comédie dramatique,Romance",130,Alexander Korda, Mission ," Raimu,Pierre Fresnay,Fernand Charpin",,,Français,Long-métrage,1931,-,"4,3",,66 Critiques Spectateurs,,"Marseille – Le bar de la Marine – Marius est un jeune homme que la mer exalte. Il aime son père César, bourru et bonhomme, il aime aussi la petite Fanny qui vend des coquillages devant le bar de César. Depuis son enfance, l’envie de courir le monde l’enflamme. Il lutte contre sa folie. Il ne veut pas abandonner son père qui en mourrait peut-être de chagrin, ni la petite Fanny qui ne pense qu’à lui. Et pourtant la mer est là…"
Les Plus belles années de notre vie,20/11/2002,Guerre,172,William Wyler,"
10 prix et 1 nomination
","Myrna Loy,Fredric March,Dana Andrews",The Best Years of Our Lives,,Anglais,Long-métrage,1946,-,"5,0","4,2",1 article de presse,10 prix et 1 nomination,"En 1945, trois soldats démobilisés, le sergent d'infanterie Al Stephenson, le capitaine d'aviation Fred Derry et le marin Homer Parrish, font connaissance dans l'avion qui les ramène à Boone City, leur ville natale. Leurs sentiments sont partagés entre l'impatience et l'appréhension. Ils ne tardent pas à reprendre contact avec la réalité quotidienne..."
Je veux manger ton pancréas,,"Drame,Romance",108,Shin'ichirô Ushijima, Art House ,"Mahiro Takasugi, Lynn,Yukiyo Fujii",Kimi no Suizou o Tabetai,,Japonais,Long-métrage,2018,-,"4,3",,15 Photos,,"Sakura est une lycéenne populaire et pleine de vie. Tout l’opposé d'un de ses camarades solitaires qui, tombant par mégarde sur son journal intime, découvre qu’elle n’a plus que quelques mois à vivre... Unis par ce secret, ils se rapprochent et s'apprivoisent. Sakura lui fait alors une proposition : vivre ensemble toute une vie en accéléré, le temps d’un printemps."
Rain Man,15/03/1989,,133,Barry Levinson, United International Pictures (UIP) ,"Dustin Hoffman,Tom Cruise,Valeria Golino",,,Anglais,Long-métrage,1988,25 000 000 $,"3,6","4,3",5 articles de presse,7 prix et 14 nominations,"A la mort de son père, Charlie Babbitt, homme d'affaires pressé, hérite d'une vieille Buick qu'il convoitait depuis longtemps mais se voit spolié de quelque trois millions de francs versés à l'Institution psychiatrique Wallbrook au profit d'un bénéficiaire anonyme. Charlie se rend a Wallbrook et découvre l'heureux bénéficiaire. Il s'agit de Raymond, savant autiste, celui qu'il appelait dans son enfance"
Le Temps d'aimer et le temps de mourir,16/01/1959,"Guerre,Historique",133,Douglas Sirk, Ciné Sorbonne ,"John Gavin,Liselotte Pulver,Jock Mahoney",A Time to Love and a Time to Die,,"Anglais, Allemand, Russe",Long-métrage,1957,-,"4,7","4,3",3 articles de presse,2 nominations,"1944. Alors qu'il revient dans sa ville natale pour une permission de trois semaines, Ernst Graeber, jeune soldat allemand envoyé sur le front russe, rencontre Elisabeth Kruse, dont il tombe amoureux. Mais la guerre qui continue va bouleverser leur histoire..."
L'Aventure de Mme Muir,26/05/1948,"Romance,Drame",105,Joseph L. Mankiewicz, Swashbuckler Films ,"Gene Tierney,Rex Harrison,George Sanders",The Ghost and Mrs. Muir,,Anglais,Long-métrage,1947,-,"5,0","4,3",3 articles de presse,,"En Angleterre, au début du XXe siècle, Lucy Muir, une ravissante et jeune veuve, décide de s'installer au bord de la mer avec sa fille et sa servante dans un"
Sur la route de Madison,06/09/1995,Romance,135,Clint Eastwood, Warner Bros. France ,"Meryl Streep,Clint Eastwood,Annie Corley",The Bridges of Madison County,,Anglais,Long-métrage,1995,22 000 000 $,"4,6","4,3",5 articles de presse,5 nominations,"Michael Johnson et sa soeur Caroline reviennent dans la ferme de leur enfance régler la succession de leur mère, Francesca. Ils vont découvrir tout un pan de la vie de leur mère ignoré de tous, sa brève, intense et inoubliable liaison avec un photographe de passage."
La Garçonnière,16/09/1960,Romance,125,Billy Wilder, Park Circus France ,"Jack Lemmon,Shirley MacLaine,Fred MacMurray",The Apartment,,Anglais,Long-métrage,1960,3 000 000 $,"3,9","4,2",8 articles de presse,12 prix et 8 nominations,"C.C. Baxter est employé à la Sauvegarde, grande compagnie d'assurance. Dans l'espoir d'un avancement il prête souvent son appartement à ses supérieurs qui y emmènent leurs petites amies. Un jour le chef du personnel le convoque et lui apprend qu'il sait tout et lui demande aussi sa clé. Baxter est enfin promu. Mais ce qu'il ignorait c'est que le chef du personnel emmenait dans son appartement la femme dont il était amoureux."
Farha,,,92,Darin J. Sallam,,"Karam Taher,Ashraf Barhom,Ali Suliman",,"Jordanie,Suède,Arabie Saoudite","Arabe, Hebreu, Anglais",Long-métrage,2021,-,"4,3",,63 Critiques Spectateurs,,"Dans la Palestine de 1948, une jeune fille de 14 ans assiste, depuis un garde-manger fermé à clé, à la catastrophe qui dévaste sa maison..."
The Great Debaters,,Biopic,126,Denzel Washington,"
1 prix et 2 nominations
","Denzel Washington,Nate Parker,Jurnee Smollett",,,Anglais,Long-métrage,2007,-,"4,3",,28 Critiques Spectateurs,1 prix et 2 nominations,"L'histoire vraie du professeur Melvin B. Tolson, qui forma une équipe de débat dans un petit lycée réservé aux Afro-Américains dans les années 30."
Terminator 2 : le Jugement Dernier,16/10/1991,Action,137,James Cameron, StudioCanal ,"Arnold Schwarzenegger,Linda Hamilton,Edward Furlong",Terminator 2: Judgement Day,,"Anglais, Espagnol",Long-métrage,1991,94 000 000 $,"3,8","4,3",5 articles de presse,6 prix et 4 nominations,"En 1997, les survivants de l'apocalypse nucléaire poursuivent une guerre sans merci contre les robots et machines qu'ils ont eux-même créés. Pour en finir avec John Connor qui dirige la résistance des hommes, deux ""cyborgs"" sont envoyés dans le passé. Leur mission : abattre Connor enfant. Le premier modèle de la série ""Terminator"" a échoué en 1984. Le second, modèle plus performant en liquide métamorphosable, se lance à la poursuite de l'enfant et de sa mère, Sarah, dans les années quatre-vingt-dix. De leur côté, les hommes du futur ont envoyé dans le passé un Terminator chargé de protéger le jeune Connor. Le duel des robots va prendre alors des allures titanesques. Et, tandis que l'enfant enseignera à ce Terminator des rudiments d'humanité, sa mère tentera par tous les moyens d'empêcher la création des premières machines intelligentes. Avec l'aide du Terminator qu'ils ont éduqué, ils combattront pour influencer le futur..."
"America, America",,"Biopic,Historique",174,Elia Kazan, Argos Films ,"Stathis Giallelis,Frank Wolff,Elena Karam",,,Anglais,Long-métrage,1963,-,"4,3",,19 Critiques Spectateurs,2 prix et 9 nominations,"Au début du siècle, un jeune Anatolien fuit un pays où Grecs et Arméniens sont persécutés par les Turcs. Il désire émigrer en Amérique, mais s'aperçoit bien vite que ce périple vers la terre promise est un parcours semé d'embûches."
L'Insulte,31/01/2018,,109,Ziad Doueiri, Diaphana Distribution ,"Adel Karam,Kamel El Basha,Diamand Abou Abboud",,"France,Chypre,Belgique,Liban,U.S.A.",Arabe,Long-métrage,2017,-,"3,8","4,3",24 articles de presse,1 prix et 5 nominations,"A Beyrouth, de nos jours, une insulte qui dégénère conduit Toni (chrétien libanais) et Yasser (réfugié palestinien) devant les tribunaux. De blessures secrètes en révélations, l'affrontement des avocats porte le Liban au bord de l'explosion sociale mais oblige ces deux hommes à se regarder en face."
Jour de colère,,,92,Carl Theodor Dreyer,,"Preben Lerdorff Rye,Throkild Roose,Lisbeth Movin",Vredens Dag,,Danois,Long-métrage,1943,-,"4,3",,24 Critiques Spectateurs,,"En 1623, dans un village du Danemark, le pasteur Absalon vit avec sa mère, Merete, et sa seconde épouse, Anne, qu'il a recueillie. Celle-ci ignore tout de ses origines et n'a jamais éprouvé les soubresauts de l'amour. L'irruption presque simultanée dans leur demeure de Martin, le fils qu'Absalon a eu d'un premier lit, et de la vieille Marte Herlofs, accusée de sorcellerie, qui a bien connu la mère d'Anne, va bouleverser la vie de la jeune femme."
La Fille de Ryan,09/11/1970,"Historique,Romance",195,David Lean, Warner Bros. France ,"Robert Mitchum,Trevor Howard,Christopher Jones",Ryan's Daughter,,Anglais,Long-métrage,1970,15 000 000 $,"4,0","4,3",3 articles de presse,3 prix et 15 nominations,
Ernest et Célestine,12/12/2012,,76,Benjamin Renner, StudioCanal ,"Lambert Wilson,Pauline Brunner,Anne-Marie Loop",,"France,Belgique,Luxembourg",Français,Long-métrage,2012,9 600 000 €,"4,3","4,3",21 articles de presse,7 prix et 20 nominations,"Dans le monde conventionnel des ours, il est mal vu de se lier d’amitié avec une souris. Et pourtant, Ernest, gros ours marginal, clown et musicien, va accueillir chez lui la petite Célestine, une orpheline qui a fui le monde souterrain des rongeurs. Ces deux solitaires vont se soutenir et se réconforter, et bousculer ainsi l’ordre établi."
Philadelphia,09/03/1994,,125,Jonathan Demme, Sony Pictures Releasing France ,"Tom Hanks,Denzel Washington,Mary Steenburgen",,,Anglais,Long-métrage,1993,26 000 000 $,"3,6","4,3",5 articles de presse,4 prix et 4 nominations,"Andrew Beckett, un jeune et brillant avocat qui travaille dans un grand cabinet, se voit confier une affaire très importante. Mais son licenciement brutal suit de peu cette consécration. Homosexuel et séropositif, Andrew se doute bien des raisons. Il entame un long procès pour dénoncer cette discrimination…"
Hors Normes,23/10/2019,,115,Eric Toledano, Gaumont Distribution ,"Vincent Cassel,Reda Kateb,Hélène Vincent",,,Français,Long-métrage,2019,-,"3,9","4,3",35 articles de presse,9 nominations,"Bruno et Malik vivent depuis 20 ans dans un monde à part, celui des enfants et adolescents autistes. Au sein de leurs deux associations respectives, ils forment des jeunes issus des quartiers difficiles pour encadrer ces cas qualifiés ""d'hyper complexes"". Une alliance hors du commun pour des personnalités hors normes."
Printemps tardif,19/01/1994,,108,Yasujirô Ozu, Carlotta Films ,"Chishû Ryû,Setsuko Hara,Yumeji Tsukioka",Banshun,,Japonais,Long-métrage,1949,-,"4,3",,14 Critiques Spectateurs,,"Noriko, une jeune femme âgée d’une vingtaine d’années, vit avec son père veuf, Shukichi. Refusant de le quitter depuis le décès prématuré de sa mère, la jeune femme finit par céder sous la pression de son père, qui ne veut pas que sa solitude soit un frein au bonheur de sa fille. Avant que leur chemin ne se sépare définitivement, ils décident de faire un dernier voyage ensemble…"
Captain Fantastic,12/10/2016,,118,Matt Ross, Mars Films ,"Viggo Mortensen,Frank Langella,George MacKay",,,Anglais,Long-métrage,2016,5.000.000$,"3,6","4,3",32 articles de presse,3 prix et 15 nominations,
Toy Story,27/03/1996,"Comédie,Famille",77,John Lasseter, The Walt Disney Company France ,"Richard Darbois,Tim Allen,Jacques Ferrière",,,Anglais,Long-métrage,1995,30 000 000 $,"4,0","4,3",607 Critiques Spectateurs,7 nominations,"Quand le jeune Andy quitte sa chambre, ses jouets se mettent à mener leur propre vie sous la houlette de son pantin préféré, Woody le cow-boy. Andy ignore également que chaque anniversaire est une source d'angoisse pour ses jouets qui paniquent à l'idée d'être supplantés par un nouveau venu. Ce qui arrive quand Buzz l'éclair est offert à Andy. Cet intrépide aventurier de l'espace, venu d'une lointaine galaxie, va semer la zizanie dans ce petit monde et vivre avec Woody d'innombrables aventures aussi dangereuses que palpitantes."
Rendez-vous,10/08/1945,Romance,97,Ernst Lubitsch, Warner Bros. France ,"Margaret Sullavan,James Stewart,Frank Morgan",The Shop Around the Corner,,Anglais,Long-métrage,1940,-,"4,0","4,3",1 article de presse,,"Chez Matuschek et Cie, une grande boutique de maroquinerie, le jeune Alfred Kralik, l'adjoint du patron, et Klara Novak, une nouvelle employée, vont échanger une correspondance amoureuse, sans savoir qui ils sont, à l'aide de petites annonces."
Muse - Olympic Stadium,07/11/2013,,, Côté Diffusion/CGR Events , Côté Diffusion/CGR Events ,,,,Anglais,Long-métrage,2013,-,"4,3",,,,
Imitation Game,28/01/2015,Drame,115,Morten Tyldum, StudioCanal ,"Benedict Cumberbatch,Keira Knightley,Matthew Goode",The Imitation Game,,Anglais,Long-métrage,2014,15 000 000 $,"3,4","4,3",32 articles de presse,2 prix et 26 nominations,"1940 : Alan Turing, mathématicien, cryptologue, est chargé par le gouvernement Britannique de percer le secret de la célèbre machine de cryptage allemande Enigma, réputée inviolable."
Une journée particulière,07/09/1977,,105,Ettore Scola, Les Acacias ,"Sophia Loren,Marcello Mastroianni,John Vernon",Una Giornata Particolare,"Canada,Italie",Italien,Long-métrage,1977,-,"5,0","4,3",1 article de presse,2 prix et 6 nominations,"A Rome le 6 mai 1938. Alors que tous les habitants de l'immeuble assistent au défilé du Duce Mussolini et d'Hitler, une mère de famille nombreuse et un homosexuel se rencontrent."
7. Koğuştaki Mucize,,,132,Mehmet Ada Öztekin,,"Aras Bulut İynemli,Nisa Sofiya Aksongur,Deniz Baysal",,,Turc,Long-métrage,2019,-,"4,3",,651 Critiques Spectateurs,,"Séparé de sa fille, un père avec un handicap mental doit prouver son innocence lorsqu’il est arrêté pour le meurtre d’une enfant."
The Fabelmans,22/02/2023,Drame,151,Steven Spielberg, Universal Pictures International France ,"Gabriel LaBelle,Michelle Williams,Paul Dano",,,Anglais,Long-métrage,2022,-,"4,9","4,3",43 articles de presse,2 prix et 11 nominations,"Portrait profondément intime d’une enfance américaine au XXème siècle, The Fabelmans de Steven Spielberg nous plonge dans l’histoire familiale du cinéaste qui a façonné sa vie personnelle et professionnelle. À partir du récit initiatique d’un jeune homme solitaire qui aspire à réaliser ses rêves, le film explore les relations amoureuses, l’ambition artistique, le sacrifice et les moments de lucidité qui nous permettent d’avoir un regard sincère et tendre sur nous-mêmes et nos parents."
Room,09/03/2016,Thriller,118,Lenny Abrahamson, Universal Pictures International France ,"Brie Larson,Jacob Tremblay,Joan Allen",,"Canada,Irlande,U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2015,-,"3,6","4,3",31 articles de presse,7 prix et 10 nominations,"Jack, 5 ans, vit seul avec sa mère, Ma. Elle lui apprend à jouer, à rire et à comprendre le monde qui l’entoure. Un monde qui commence et s’arrête aux murs de leur chambre, où ils sont retenus prisonniers, le seul endroit que Jack ait jamais connu. L’amour de Ma pour Jack la pousse à tout risquer pour offrir à son fils une chance de s’échapper et de découvrir l’extérieur, une aventure à laquelle il n’était pas préparé."
Into the Wild,09/01/2008,"Drame,Biopic",148,Sean Penn, Pathé ,"Emile Hirsch,Marcia Gay Harden,William Hurt",,,Anglais,Long-métrage,2007,15 000 000 $,"3,9","4,3",25 articles de presse,2 prix et 18 nominations,"Tout juste diplômé de l'université, Christopher McCandless, 22 ans, est promis à un brillant avenir. Pourtant, tournant le dos à l'existence confortable et sans surprise qui l'attend, le jeune homme décide de prendre la route en laissant tout derrière lui."
Gone Girl,08/10/2014,"Policier,Drame",149,David Fincher, Twentieth Century Fox France ,"Ben Affleck,Rosamund Pike,Neil Patrick Harris",,,Anglais,Long-métrage,2014,-,"4,0","4,3",35 articles de presse,10 nominations,"À l’occasion de son cinquième anniversaire de mariage, Nick Dunne signale la disparition de sa femme, Amy. Sous la pression de la police et l’affolement des médias, l’image du couple modèle commence à s’effriter. Très vite, les mensonges de Nick et son étrange comportement amènent tout le monde à se poser la même question : a-t-il tué sa femme ?"
Jurassic Park,20/10/1993,Science fiction,122,Steven Spielberg, Universal Pictures International France ,"Sam Neill,Laura Dern,Jeff Goldblum",,,"Anglais, Espagnol",Long-métrage,1993,$ 63 000 000,"3,4","4,3",9 articles de presse,4 prix et 3 nominations,"Ne pas réveiller le chat qui dort... C'est ce que le milliardaire John Hammond aurait dû se rappeler avant de se lancer dans le ""clonage"" de dinosaures. C'est à partir d'une goutte de sang absorbée par un moustique fossilisé que John Hammond et son équipe ont réussi à faire renaître une dizaine d'espèces de dinosaures. Il s'apprête maintenant avec la complicité du docteur Alan Grant, paléontologue de renom, et de son amie Ellie, à ouvrir le plus grand parc à thème du monde. Mais c'était sans compter la cupidité et la malveillance de l'informaticien Dennis Nedry, et éventuellement des dinosaures, seuls maîtres sur l'île..."
M le Maudit,08/04/1932,Thriller,112,Fritz Lang, Tamasa Distribution ,"Peter Lorre,Otto Wernicke,Gustaf Gründgens",M,,Allemand,Long-métrage,1931,-,"5,0","4,3",6 articles de presse,,
Hamilton,,"Musical,Biopic",160,Thomas Kail,"
6 nominations
","Lin-Manuel Miranda,Jonathan Groff (II),Daveed Diggs",,,Anglais,Long-métrage,2020,-,"4,3",,7 Critiques Spectateurs,6 nominations,"Captation de la célèbre comédie musicale de Broadway récompensée par 11 Tony, Grammy et Olivier Awards, et par un prix Pulitzer. Hamilton raconte l'histoire d'Alexander Hamilton, l'un des Pères fondateurs de la nation américaine."
Inglourious Basterds,19/08/2009,Action,153,Quentin Tarantino, Universal Pictures International France ,"Brad Pitt,Mélanie Laurent,Christoph Waltz",,"U.S.A.,Allemagne","Anglais, Français, Allemand, Italien",Long-métrage,2009,70 000 000 $,"3,7","4,3",23 articles de presse,6 prix et 30 nominations,"Dans la France occupée de 1940, Shosanna Dreyfus assiste à l'exécution de sa famille tombée entre les mains du colonel nazi Hans Landa. Shosanna s'échappe de justesse et s'enfuit à Paris où elle se construit une nouvelle identité en devenant exploitante d'une salle de cinéma."
Le Chant de la Mer,10/12/2014,"Famille,Fantastique",93,Tomm Moore, Haut et Court ,"Jean-Stan du Pac,David Rawle,Patrick Bethune",Song of the Sea,"Irlande,Danemark,Belgique,Luxembourg,France","Anglais, Gaélique",Long-métrage,2014,-,"3,9","4,3",81 Critiques Spectateurs,1 prix et 3 nominations,"Ben et Maïna vivent avec leur père tout en haut d'un phare sur une petite île. Pour les protéger des dangers de la mer, leur grand-mère les emmène vivre à la ville. Ben découvre alors que sa petite soeur est une selkie, une fée de la mer dont le chant peut délivrer les êtres magiques du sort que leur a jeté la Sorcière aux hiboux. Au cours d'un fantastique voyage, Ben et Maïna vont devoir affronter peurs et dangers, et combattre la sorcière pour aider les êtres magiques à retrouver leur pouvoir."
Requiem pour un massacre,16/09/1987,Drame,143,Elem Klimov, Potemkine Films ,"Aleksei Kravchenko,Olga Mironova,Luibomiras Laucevitchuis",Idi i smotri,,"Russe, Allemand",Long-métrage,1985,-,"4,3",,159 Critiques Spectateurs,,"En 1943, en Biélorussie, un jeune villageois, Fliora, déterre le fusil d’un soldat mort et s’engage chez les partisans contre l’envahisseur allemand. Avec l’énergie et l’idéalisme d’un enfant, il plonge dans l’horreur d’un monde qui dépasse les adultes eux-mêmes. Entre errance et combat, Fliora devient le témoin de toutes les horreurs de la guerre."
